,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year

12210,Ruins,Orson Scott Card,133471.0,34.28,9.73,3.62,0.94,2.68,"['Fantasy', 'Science Fiction', 'Young Adult', 'Fiction', 'Science Fiction Fantasy', 'Time Travel', 'Audiobook']",2012.0

12213,The Beginning,Sherrilyn Kenyon,7454.0,33.25,9.02,3.15,0.95,2.2,"['Paranormal', 'Paranormal Romance', 'Fantasy', 'Romance', 'Vampires', 'Mythology', 'Urban Fantasy']",1990.0

12233,No Second Chances,Don Bruns,66887.0,45.47,9.34,2.65,0.9,1.74,[],2018.0

12236,Broken Lands,David Meyer,81529.0,60.19,5.74,3.21,1.13,2.08,['Science Fiction'],2020.0

12256,The Paper Bracelet,Rachel English,115094.0,33.44,12.09,2.7,0.69,2.0,[],

12263,Line of Duty,Christy Barritt,54540.0,36.34,9.89,3.03,1.03,2.0,"['Christian Fiction', 'Romance']",2020.0

12268,Reclaimed,Madeleine Roux,82766.0,54.91,7.56,2.96,1.12,1.84,"['Science Fiction', 'Fiction', 'Horror', 'Dark', 'Thriller', 'Speculative Fiction', 'Adult']",2021.0

12285,Elixir,Charles Atkins,73376.0,43.84,8.72,2.15,0.48,1.67,[],2020.0

12296,Stepping,Nancy Thayer,106387.0,43.25,8.75,3.32,1.2,2.12,['Fiction'],1980.0

12300,Walking on My Grave,Carolyn Hart,67480.0,64.14,7.76,2.21,0.85,1.36,"['Mystery', 'Fiction', 'Cozy Mystery', 'Audiobook', 'Mystery Thriller', 'Contemporary', 'Southern']",2017.0

12301,Mirror Image,Tom Clancy,106609.0,41.78,7.75,2.42,0.87,1.55,"['Fiction', 'Thriller', 'Espionage', 'Military Fiction', 'Adventure', 'Action', 'Mystery']",1995.0

12314,Witches and Weed,Anna McCluskey,35088.0,47.84,7.59,3.47,1.45,2.02,[],

12315,Tell Me Lies,Ed James,90742.0,48.96,6.94,2.24,0.42,1.82,['Thriller'],2020.0

12330,The Choice,Andrew MacKay,48613.0,50.49,5.47,1.89,0.59,1.3,[],

12333,Corliss,V. C. Andrews,14941.0,27.84,9.57,3.65,1.42,2.24,"['Fiction', 'Young Adult']",2017.0

12339,Cruel as the Grave,Cynthia Harros-Eagles,91045.0,39.18,10.3,3.44,1.21,2.23,[],

12342,Dead Gone,T. J. Brearton,86735.0,47.9,7.8,2.38,0.66,1.73,"['Mystery', 'Crime', 'Mystery Thriller']",2016.0

12360,Ghost,Piers Anthony,57924.0,39.62,9.45,3.84,1.64,2.2,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Horror', 'Space']",1986.0

12379,Privateer,Dean Henegar,101124.0,49.55,7.7,2.18,0.8,1.38,['Fantasy'],2020.0

12398,The Hardy Boys: Racing To Disaster,Franklin W. Dixon,31405.0,44.58,7.38,2.67,0.92,1.74,[],

12421,Faithless in Death,J. D. Robb,103740.0,41.39,7.92,2.65,0.74,1.91,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Suspense', 'Futuristic', 'Science Fiction']",2021.0

12426,Renegade Alliance,J. N Chaney,63020.0,32.96,8.68,2.89,0.97,1.92,"['Science Fiction', 'Space Opera']",2019.0

12437,The Bound,K. A. Linde,118350.0,37.89,9.05,3.11,1.1,2.0,"['Fantasy', 'Magic', 'Romance', 'Young Adult', 'Paranormal', 'High Fantasy', 'Fantasy Romance']",2016.0

12440,Agent of Truth,Grant Percy,82284.0,45.59,7.49,2.46,0.87,1.59,[],

12455,Don't Look Back,Thomas Wood,64641.0,38.43,8.86,3.62,1.41,2.2,[],2020.0

12457,Portrait of Peril,Laura Joh Rowland,97734.0,56.83,7.72,2.11,0.57,1.55,"['Historical Fiction', 'Mystery', 'Historical Mystery', 'Historical', 'Fiction', 'Victorian', 'Mystery Thriller']",2021.0

12478,Home Strange Home,Ceecee James,48293.0,52.72,8.46,3.44,1.24,2.2,"['Cozy Mystery', 'Mystery']",2019.0

12490,Asteroids,Mike McCoy,172180.0,63.99,7.05,2.12,0.92,1.2,['Science Fiction'],2019.0

12528,The Girl with the Red Lantern,K. N. Lee,21536.0,60.65,7.47,2.3,0.59,1.7,"['Fantasy', 'Young Adult', 'Historical Fantasy']",2020.0

12530,The Killing Floor,Lee Child,141614.0,48.2,7.74,2.16,0.54,1.62,['Thriller'],

12538,The Boy Who Wasn't There,Emma Clapperton,16400.0,41.62,8.54,2.23,0.67,1.55,['Fiction'],2018.0

12550,Angel Mine,Vijaya Schartz,72339.0,66.0,5.85,2.59,0.66,1.93,[],2018.0

12554,Broken Summer,J. M. Lee,80421.0,49.3,8.73,2.5,0.87,1.63,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Literary Fiction', 'Mystery Thriller', 'Novels']",2021.0

12558,Hyde,Craig Russell,103752.0,49.0,7.2,2.9,1.18,1.73,"['Mystery', 'Horror', 'Historical Fiction', 'Thriller', 'Fiction', 'Scotland', 'Historical']",2021.0

12568,Hell's Kitchen,Ed James,44505.0,46.01,8.43,2.77,0.6,2.17,[],2020.0

12581,Bold,Mike Shepherd,114886.0,37.1,8.02,2.79,0.89,1.9,"['Science Fiction', 'Space Opera', 'Military Science Fiction', 'Fiction', 'Military Fiction', 'Science Fiction Fantasy', 'Amazon']",2016.0

12583,Dead Reckoning,Allan Leverone,55643.0,37.92,8.25,3.46,1.48,1.98,[],2019.0

12596,Uncle Fred In the Springtime,P. G. Wodehouse,72467.0,33.13,9.57,3.07,1.19,1.88,[],

12613,The Long Game,Lynn Barnes,81968.0,31.05,9.21,2.21,0.9,1.31,"['Young Adult', 'Mystery', 'Contemporary', 'Thriller', 'Mystery Thriller', 'Fiction', 'Realistic Fiction']",2016.0

12631,Zero Hour,Tom Clancy,92957.0,50.59,6.83,2.56,0.81,1.75,"['Fiction', 'Thriller', 'Adventure', 'War', 'Novels']",2003.0

12641,Fade To Black,Nolon King & David Wright,74416.0,28.09,9.62,3.84,1.21,2.63,[],

12646,Ghost Ship,Christopher Cartwright,55631.0,42.04,7.83,2.66,1.02,1.64,"['Adventure', 'Thriller', 'Fiction', 'Action']",2019.0

12647,The Fall of Gondolin,J. R. R. Tolkien,23394.0,57.62,5.31,3.39,0.37,3.03,"['Fantasy', 'Fiction', 'Classics', 'High Fantasy', 'Epic Fantasy', 'Adventure', 'Adult']",2018.0

12648,The Question of the Dead Mistress,E. J. Copperman,82604.0,23.46,10.21,3.29,1.41,1.88,"['Mystery', 'Autistic Spectrum Disorder', 'Cozy Mystery', 'Crime']",2018.0

12649,Fallen,Linda Castillo,84498.0,52.67,7.25,2.16,0.61,1.55,"['Mystery', 'Fiction', 'Amish', 'Suspense', 'Thriller', 'Audiobook', 'Mystery Thriller']",2021.0

12674,Ombria in Shadow,Patricia A. Mckillip,74818.0,71.01,6.36,3.42,1.63,1.79,[],

12683,Gothel and the Maiden Prince,W. R. Gingell,39779.0,33.7,10.03,4.61,1.96,2.64,"['Fantasy', 'Romance', 'Retellings', 'Fairy Tales', 'Fairy Tale Retellings', 'Young Adult', 'Magic']",2021.0

12692,Devastation,Jane Dougherty,78485.0,65.8,6.68,2.62,0.98,1.65,[],2016.0

12716,Lucky Break,Christine Gael,71203.0,44.54,7.63,2.74,0.95,1.79,[],2021.0

12719,Hour of Reckoning,Demetrius Jackson,89857.0,39.83,7.15,2.58,1.03,1.55,[],

12759,The Three Graces,M. L. Bullock,41673.0,41.52,9.88,3.01,0.96,2.05,[],2019.0

12765,Dispocalypse,M. A. Rothman,87757.0,71.14,7.08,2.8,1.31,1.49,"['Fantasy', 'Post Apocalyptic', 'Dystopia', 'Young Adult']",2016.0

12797,Broken,Kelley Armstrong,110066.0,48.45,8.08,2.81,0.73,2.08,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Werewolves', 'Romance', 'Paranormal Romance', 'Supernatural']",2006.0

12811,Ghosts in House,A. C. Benson & R. H. Benson,116235.0,41.23,7.08,3.85,1.27,2.57,"['Horror', 'Ghost Stories', 'Classics', 'Short Stories']",2018.0

12818,Necessity,D. W. Buffa,100356.0,20.74,10.53,2.53,0.71,1.82,['Mystery'],2018.0

12833,Goosebumps: Egg Monsters from Mars,R. L. Stine,19195.0,77.48,7.15,2.96,1.19,1.77,"['Horror', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Fantasy', 'Novels']",1996.0

12840,Sign of Evil,T. J. Brearton,78032.0,46.89,7.92,2.17,0.59,1.58,"['Thriller', 'Crime', 'Mystery', 'Contemporary']",2021.0

12845,Invasion,Dean Koontz,38811.0,62.37,7.8,3.19,1.29,1.9,[],

12851,The Shadow,Melanie Raabe,83235.0,43.89,8.43,3.16,1.17,1.99,"['Thriller', 'Mystery', 'Fiction', 'Suspense', 'Crime', 'Audiobook', 'German Literature']",2021.0

12855,Shattered,Dean Koontz,50228.0,53.4,7.67,3.18,1.31,1.88,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Mystery Thriller', 'Contemporary']",1973.0

12886,Joseph Smith,Richard Lyman Bushman,256934.0,24.81,5.5,1.86,0.75,1.11,[],

12914,The Hardy Boys: A Game Called Chaos,Franklin W. Dixon,28355.0,43.51,7.91,2.55,0.82,1.72,[],

12926,The Hanged Man,J. T. Brannan,50355.0,31.38,9.56,3.54,0.99,2.55,[],2019.0

12929,Poison Lake,L. G. Davis,20549.0,42.93,8.76,2.47,0.52,1.95,"['Psychological Thriller', 'Mystery']",2021.0

12933,Into the Mist,P. C. Cast,119711.0,62.27,7.78,3.36,1.27,2.09,"['Fantasy', 'Fiction', 'Dystopia', 'Science Fiction', 'Adult', 'Horror', 'Audiobook']",2022.0

12940,Who's That Girl,T. S. Hunter,27077.0,40.32,9.39,3.35,1.28,2.08,['Mystery'],2019.0

12948,Cold War,Tom Clancy,98843.0,52.47,7.23,2.64,0.97,1.67,"['Thriller', 'Fiction', 'Military Fiction', 'Espionage', 'Action', 'Adventure', 'Crime']",2001.0

12956,Endgames,"L. E. Modesitt, Jr.",189468.0,26.47,10.09,3.6,1.24,2.37,"['Fantasy', 'Fiction', 'Magic', 'Epic Fantasy', 'Science Fiction', 'Speculative Fiction', 'Science Fiction Fantasy']",2019.0

12964,An Ancient Return,D. K. Holmberg,85298.0,26.45,11.48,3.07,1.02,2.05,['Fantasy'],2022.0

12974,Goosebumps: The Haunted School,R. L. Stine,20824.0,65.59,6.4,2.95,1.1,1.85,"['Horror', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Fantasy', 'Mystery']",1997.0

12981,The Dead Ringer,M. C. Beaton,54555.0,47.59,8.77,2.81,0.96,1.84,"['Mystery', 'Cozy Mystery', 'Fiction', 'Audiobook', 'Crime', 'British Literature', 'Humor']",2018.0

12994,Last Survivor,Tony Park,124008.0,46.91,7.58,2.5,0.81,1.69,"['Thriller', 'Fiction', 'Africa']",2020.0

13018,The Race,Richard North Patterson,116615.0,32.98,7.23,2.87,1.11,1.76,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Politics', 'Mystery Thriller', 'Audiobook']",2007.0

13023,Girl Under Water,L. T. Vargus & Tim McBain,98896.0,56.7,7.04,2.73,0.88,1.84,"['Mystery', 'Thriller', 'Crime', 'Fiction']",2020.0

13047,Letting Go,Philip Roth,241981.0,37.84,9.87,3.29,0.94,2.35,"['Fiction', 'Literary Fiction', 'Americana', 'American', 'Literature', 'Novels', 'Classics']",1961.0

13048,Fortune,Iam Hamilton,75677.0,26.97,10.72,2.58,0.77,1.8,[],

13062,Outcast,Kerry Barnes,120524.0,46.43,8.55,3.18,0.93,2.25,[],2021.0

13116,The Revolutionaries,John Harris writing as Max Hennessy,62963.0,52.38,7.96,2.81,0.93,1.88,[],

13133,In the Woods,M. K. Farrar,54163.0,54.59,9.89,2.96,0.85,2.11,"['Mystery', 'Thriller', 'Fiction']",2019.0

13144,Into Darkness,T. J. Brearton,77482.0,47.85,7.38,2.44,0.68,1.76,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Crime', 'Audiobook']",2020.0

13163,Ann Veronica,H. G. Wells,96521.0,37.27,7.57,3.46,1.43,2.03,"['Classics', 'Fiction', 'Romance', 'Feminism', 'British Literature', '20th Century', 'Audiobook']",1909.0

13166,Birthright,Richard Blade,70789.0,42.31,8.12,2.34,0.76,1.58,[],2020.0

13169,Piccadily Jim,P. G. Wodehouse,80425.0,30.61,8.89,3.35,1.45,1.9,[],

13176,Subcutis,Harper L. Cole,63827.0,42.61,8.64,3.49,1.56,1.93,[],2018.0

13184,The Mansion,William Faulkner,156943.0,34.81,7.83,4.17,0.87,3.3,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Literary Fiction', 'Southern Gothic']",1959.0

13193,A Darker Path,C. G. Cooper,55607.0,46.61,7.66,2.72,0.59,2.13,"['Fiction', 'Thriller']",2018.0

13195,The Mistress Manual,Mistress Lorelei Powers,62529.0,45.46,7.68,3.64,1.66,1.98,"['BDSM', 'Nonfiction', 'Sexuality', 'Self Help', 'Adult', 'Relationships', 'Sex Work']",1997.0

13200,Checkmate,Tom Clancy,81876.0,64.28,5.98,2.42,0.76,1.66,"['Fiction', 'Thriller', 'Action', 'Espionage', 'Military Fiction', 'Spy Thriller', 'Suspense']",2006.0

13207,Fools' Gold,Philippa Gregory,84463.0,46.04,8.06,2.95,1.22,1.73,"['Historical Fiction', 'Young Adult', 'Fantasy', 'Historical', 'Fiction', 'Romance', 'Mystery']",2014.0

13239,Gemini,Alathia Morgan,36231.0,27.1,10.94,2.79,0.81,1.98,[],2019.0

13240,Lost Time,Craig Robertson,64111.0,31.53,10.04,3.86,1.57,2.29,['Science Fiction'],2020.0

13246,No Fear,Ridge King,58432.0,35.94,8.33,2.81,0.91,1.9,[],2021.0

13250,East of the Jordan,Michael Maxwell,52691.0,60.55,6.78,2.35,0.9,1.46,[],

13258,As Iron Fails,Bryce O'Connor,192922.0,53.42,6.42,2.96,1.26,1.7,[],

13270,The Secret,K. L. Slater,77849.0,41.62,8.69,3.56,1.37,2.2,"['Audiobook', 'Thriller', 'Mystery', 'Fiction', 'Psychological Thriller', 'Mystery Thriller', 'Suspense']",2018.0

13275,"The Appalachian Trail, A Biography",Philip D'Anieri,63947.0,36.14,5.03,2.55,1.29,1.26,[],

13282,Black Death,Simon King,49099.0,37.13,6.87,3.31,1.16,2.15,[],2021.0

13286,Hour of Daydreams,Renee Macalino Rutledge,68426.0,62.47,5.74,2.57,0.79,1.78,"['Fantasy', 'Retellings', 'Fiction']",2017.0

13352,Seduced,Randy Wayne White,80931.0,55.5,9.35,2.69,0.6,2.08,"['Mystery', 'Fiction', 'Suspense', 'Thriller', 'Crime', 'Mystery Thriller', 'Action']",2016.0

13389,The Valkyrie Protocol,Jacob Holo,184156.0,35.85,7.87,3.64,1.41,2.24,"['Science Fiction', 'Time Travel', 'Fiction', 'Speculative Fiction', 'Alternate History']",2020.0

13390,Microworlds,Stanislaw Lem,77666.0,22.88,6.89,3.56,1.64,1.92,"['Science Fiction', 'Essays', 'Criticism', 'Literary Criticism', 'Speculative Fiction', 'Short Stories', 'Writing']",1984.0

13398,Ceremony,Glen Cook,81810.0,31.67,9.51,2.87,0.88,1.98,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Dark Fantasy']",1986.0

13408,Dark Dawn Over Steep House,M. R. C. Kasasian,124989.0,52.56,7.5,3.21,1.42,1.79,"['Mystery', 'Crime', 'Historical Mystery', 'Fiction', 'Historical Fiction', 'Thriller', 'Historical']",2017.0

13410,The Wilding Probate,D. J. Butler,67745.0,50.36,8.58,2.67,0.85,1.82,[],2020.0

13432,Twelve Days,Paul Williams,82764.0,50.11,7.39,2.43,0.64,1.79,"['Crime', 'Mystery Thriller', 'Thriller']",2019.0

13447,Close,Bill James,60200.0,34.36,9.47,4.07,1.89,2.18,"['Christian', 'Christian Fiction', 'Christian Fantasy', 'Science Fiction', 'Juvenile', 'Adventure']",2009.0

13455,A Writer's Life,Gay Talese,189871.0,41.34,6.57,2.97,1.26,1.71,"['Nonfiction', 'Writing', 'Journalism', 'Biography', 'Memoir', 'Biography Memoir']",2006.0

13457,The Spy's Door,Maide Reeve,38196.0,58.51,8.52,3.11,0.92,2.18,[],

13504,Fairhaven Rising,"L. E. Modesitt, Jr.",191908.0,35.8,9.71,3.53,1.24,2.29,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'Epic Fantasy', 'Science Fiction', 'Speculative Fiction']",2021.0

13519,No Fear,Casey Kelleher,77028.0,30.91,9.82,3.75,1.36,2.39,['Crime'],2020.0

13520,Gameprey,Tom Clancy,68067.0,51.85,6.97,2.5,1.13,1.37,"['Thriller', 'Adventure', 'Young Adult', 'Fiction']",2000.0

13554,The End War,Mark Gillespie,44668.0,56.93,6.83,2.3,0.66,1.64,[],2019.0

13558,Fourth to Run,Caryn Jones,69723.0,58.71,7.46,3.69,1.96,1.72,[],

13561,The Keepers,Dan Alatorre,70449.0,61.77,6.39,2.03,0.44,1.59,[],2020.0

13569,Sub Zero,Matt James,68887.0,43.15,7.43,3.38,1.48,1.9,"['Horror', 'Science Fiction', 'Thriller']",2019.0

13573,The Hardy Boys: The Haunted Fort,Franklin W. Dixon,31828.0,60.41,6.01,3.0,1.43,1.57,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Juvenile', 'Crime']",1964.0

13618,The Accidental Warrior,S. J. Mantle,65165.0,38.29,9.35,3.52,1.34,2.19,[],

13619,The Motivation Manifesto,Brendon Burchard,61419.0,21.88,8.09,3.17,1.02,2.15,"['Self Help', 'Personal Development', 'Nonfiction', 'Psychology', 'Business', 'Productivity', 'Philosophy']",2014.0

13625,Sign of Evil,M. A. Comley,60814.0,30.24,9.99,2.79,0.7,2.09,['Fiction'],2021.0

13635,Good Friends,Leanne Moriarty,60361.0,73.86,5.92,2.06,0.63,1.43,[],

13652,In the Blood,Ruth Mancini,104042.0,40.19,9.1,3.42,1.25,2.17,"['Mystery', 'Crime', 'Thriller', 'Fiction', 'British Literature', 'Suspense']",2018.0

13666,One Human Minute,Stanislaw Lem,33251.0,43.13,6.59,3.14,1.2,1.95,"['Science Fiction', 'Fiction', 'Essays', 'Short Stories', 'Philosophy', 'Polish Literature', 'Poland']",1986.0

13676,The Reluctant Bride,Lorraine Bartlett,6184.0,33.53,9.85,3.14,1.21,1.92,"['Fiction', 'Short Stories', 'Mystery', 'Cozy Mystery']",2019.0

13682,Origins,Jen Jensen,60588.0,49.12,7.51,2.37,0.63,1.73,"['Paranormal', 'Lesbian Fiction', 'Lesbian', 'Mystery', 'Horror']",2021.0

13687,Tomorrow and Tomorrow,Thomas Sweterlitsch,100543.0,70.59,6.58,1.91,0.5,1.4,[],

13696,The Island of Doctor Moreau,H. G. Wells,43183.0,60.74,5.6,3.47,1.38,2.09,[],

13724,The Fifteen,Michelle Kidd,116987.0,57.09,6.81,2.65,0.96,1.69,[],2020.0

13728,The Human,Neal Asher,157089.0,54.2,5.59,3.5,1.25,2.26,"['Science Fiction', 'Space Opera', 'Fiction', 'Aliens', 'Military Science Fiction', 'Hard Science Fiction', 'Artificial Intelligence']",2020.0

13732,The Secret Wife,Steve Robinson,78561.0,39.32,9.21,4.13,1.18,2.94,"['Historical Fiction', 'Mystery', 'Gothic', 'Historical', 'Thriller', 'Mystery Thriller', 'Abuse']",2020.0

13741,Heir Apparent,James Terry,73903.0,58.46,6.73,2.44,1.02,1.42,[],2019.0

13749,Agent Hill: Provacateur,James Hunt,31865.0,61.18,5.01,2.12,0.75,1.37,[],

13756,Midnight Hour,C. C. Hunter,113814.0,42.1,8.61,2.51,0.64,1.88,"['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Supernatural', 'Witches']",2016.0

13766,The Worlds of J. D. L. Rosell,J. D. L. Rosell,43709.0,48.96,7.41,3.26,1.14,2.12,[],

13767,Crusader,Griff Hosker,112310.0,41.02,10.46,2.12,0.43,1.7,"['Historical Fiction', 'Medieval', 'Historical', 'Military Fiction']",2020.0

13815,Sugar Plum,Laurel Chase,29137.0,52.67,7.05,3.1,1.12,1.98,[],2022.0

13825,Heat Wave,Maureen Jennings,72964.0,41.72,10.66,3.03,1.24,1.79,"['Mystery', 'Historical Fiction', 'Canada', 'Fiction', 'Historical', 'Historical Mystery', 'Cozy Mystery']",2019.0

13831,The Hardy Boys: Mystery of Smugglers Cove,Franklin W. Dixon,31609.0,57.01,6.65,3.04,1.03,2.01,[],

13834,Chilling Out,Andrew Puckett,63908.0,31.25,10.4,4.16,1.38,2.78,[],1999.0

13843,Stories,Helen Garner,32242.0,66.21,7.2,1.94,0.58,1.36,"['Nonfiction', 'True Crime', 'Crime', 'Australia', 'Book Club', 'Law', 'Biography']",2004.0

13860,The Plan,J. A. James,96526.0,49.66,7.78,3.83,1.74,2.09,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Audiobook', 'Humor', 'Erotic Romance']",2017.0

13869,Her Daughter's Cry,M. M. Chouinard,86477.0,38.47,8.68,3.06,0.86,2.2,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'The United States Of America', 'Mystery Thriller']",2020.0

13874,Ghosts,Paul Auster,24702.0,56.62,7.43,3.73,1.09,2.64,"['Fiction', 'Mystery', 'American', 'Literature', 'Novels', '20th Century', 'Literary Fiction']",1986.0

13882,The Moment of Tenderness,Madeleine L'Engle,78867.0,48.81,8.6,3.71,1.37,2.33,[],

13892,Goosebumps: The Beast from the East,R. L. Stine,17947.0,78.05,6.41,2.47,0.84,1.63,"['Horror', 'Fiction', 'Childrens', 'Young Adult', 'Fantasy', 'Middle Grade', 'Paranormal']",1996.0

13895,Prime Directive,Davis Burns,61176.0,46.8,7.07,3.21,1.24,1.97,[],

13934,Two Lives,A Yi,79723.0,61.46,6.72,3.18,1.29,1.89,['Short Stories'],2020.0

13940,Scared to Death,Kate Medina,93874.0,58.99,7.49,2.61,1.04,1.57,"['Crime', 'Thriller', 'Mystery', 'Fiction']",2017.0

13968,Conflict of Interest,Mark Stone,41139.0,25.02,10.81,2.7,0.98,1.72,[],2019.0

13973,Virtual Vandals,Tom Clancy,51881.0,47.06,7.91,2.7,0.97,1.73,"['Fiction', 'Thriller', 'Young Adult', 'Science Fiction', 'Adventure', 'Mystery', 'Novels']",1998.0

13999,The First Family,Michael Palmer & Daniel Palmer,106676.0,43.04,8.18,2.71,1.11,1.6,"['Fiction', 'Mystery', 'Thriller', 'Audiobook', 'Medical', 'Suspense', 'Mystery Thriller']",2018.0

14005,Dawnrise,Christopher Husberg,136341.0,40.63,7.96,3.46,1.29,2.17,[],

14010,Impact,Robert Clark,46365.0,46.87,7.52,2.38,0.77,1.62,[],2019.0

14012,Continuum,Bruce Alan,45140.0,37.33,8.88,2.59,0.68,1.91,[],2020.0

14018,Messiah,Gore Vidal,83104.0,31.57,8.57,3.94,1.75,2.19,"['Fiction', 'Science Fiction', 'Religion', 'Novels', 'Literature', 'American', 'Dystopia']",1954.0

14041,Take On Me,Stacy Claflin,56876.0,34.75,9.92,2.94,0.83,2.11,[],2019.0

14044,Legacy,Nora Roberts,132525.0,48.68,8.05,2.81,0.68,2.13,[],2021.0

14053,The Duke's Daughters,Amanda Scott,158655.0,36.86,8.35,4.64,1.94,2.7,"['Historical Fiction', 'Historical Romance', 'Romance', 'Regency Romance', 'Historical']",2013.0

14058,Killing Kennedy,Bill O'Reilly & Martin Dugard,86957.0,40.7,6.54,2.83,1.04,1.8,"['History', 'Nonfiction', 'Biography', 'Politics', 'Historical', 'American History', 'Audiobook']",2012.0

14084,Middle Age,Joyce Carol Oates,186892.0,55.66,8.54,3.52,1.62,1.89,"['Fiction', 'Contemporary', 'Literary Fiction', 'Romance', 'American', 'Literature', 'Novels']",2001.0

14102,The Warrior,Joseph Delaney,60997.0,53.77,8.22,3.32,1.07,2.25,"['Fantasy', 'Dystopia', 'Science Fiction', 'Fiction', 'Adventure']",2017.0

14105,Boy's Life,Robert R. McCammon,202797.0,64.17,7.19,1.99,0.44,1.55,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Coming Of Age', 'Historical Fiction', 'Magical Realism']",1991.0

14130,Shriek: An Afterword,Jeff Vandermeer,136104.0,52.02,6.99,3.09,1.0,2.09,[],

14185,Goosebumps: The Haunted Mask II,R. L. Stine,21596.0,66.5,6.39,2.76,1.0,1.75,"['Horror', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Halloween']",1995.0

14192,Morse Code,J. D. Miller,97438.0,57.67,7.44,3.65,1.3,2.35,[],2019.0

14207,Fallen Five,Erica Spindler,71248.0,40.57,8.66,2.83,0.91,1.92,"['Paranormal', 'Fantasy', 'Mystery Thriller', 'Mystery']",2018.0

14210,The Man From Belarus,C. G. Cooper,70528.0,40.07,8.57,2.53,0.64,1.89,['Fiction'],2020.0

14213,The Skinny,Erik Carter,46400.0,61.19,7.02,2.88,1.17,1.71,[],2020.0

14219,Catacombs,Mary Anna Evans,88934.0,42.21,9.42,3.01,0.98,2.03,"['Mystery', 'Archaeology', 'Mystery Thriller', 'Fiction', 'Suspense', 'Contemporary']",2019.0

14220,Unseen,Jana DeLeon,79604.0,34.74,9.86,2.9,0.96,1.94,[],

14254,Toast,Charles Stross,76525.0,52.26,7.04,3.0,1.28,1.72,"['Science Fiction', 'Short Stories', 'Fiction', 'Anthologies', 'Cyberpunk', 'Horror', 'Collections']",2002.0

14275,The Fisherman's Tomb,John O'Neill,34213.0,35.45,4.68,3.05,1.51,1.54,[],

14278,Invasion Uprising,D. C. Allen,78502.0,62.33,6.47,2.32,0.67,1.65,[],

14281,Snapshot,Stephen Edger,90490.0,40.54,9.64,2.97,0.98,1.99,[],2020.0

14296,Nancy Drew: The Ring Master's Secret,Carolyn Keene,44247.0,34.98,8.64,3.41,1.37,2.04,[],

14300,Shattered,Allison Brennan,127269.0,21.63,10.97,2.66,0.91,1.75,"['Mystery', 'Suspense', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Romantic Suspense']",2017.0

14304,Troubled Space,A. K. Duboff,26145.0,44.85,7.5,2.93,1.0,1.93,[],

14315,All Fall Down,Erica Spindler,111145.0,37.89,8.5,2.9,0.97,1.93,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Romantic Suspense']",2000.0

14325,Vendetta,Iris Johansen,137701.0,25.55,12.22,3.26,1.14,2.12,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Romance', 'Crime']",2018.0

14327,Angelic,Kelley Armstrong,14273.0,40.1,8.71,3.15,0.92,2.23,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Angels', 'Supernatural', 'Magic', 'Novella']",2009.0

14342,Knight in Shining Armor,L. Dreamer,5352.0,65.28,5.06,3.66,1.74,1.92,"['Lesbian', 'Erotica', 'Romance', 'Short Stories', 'Butch Femme', 'Lesbian Romance', 'LGBT']",2020.0

14345,A Game Of Shadows,Jessica King & T. J. Ryan,69733.0,49.79,7.89,2.97,1.26,1.71,[],

14352,Dragon's Guardian,Ava Richardson,87637.0,54.87,7.91,2.92,1.18,1.75,"['Fantasy', 'Young Adult Fantasy', 'Dragons']",2020.0

14361,The Hardy Boys: Carnival of Crime,Franklin W. Dixon,33003.0,43.95,7.69,2.78,1.04,1.74,[],

