title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
The Girl in the Letter,Emily Gunnis,96873.0,51.04,7.78,3.1,1.2,1.9,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Thriller', 'Book Club', 'Mystery Thriller']",2018
The Widow Queen,Elzbieta Cherezinska,184358.0,49.48,7.65,2.58,1.01,1.57,"['Historical Fiction', 'Fantasy', 'Fiction', 'Historical', 'Polish Literature', 'Poland', 'Adult Fiction']",2016
The Shrike & the Shadows,Chantal Gadoury & A. M. Wright,93664.0,52.82,8.19,2.91,1.1,1.81,"['Fantasy', 'Retellings', 'Horror', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Witches']",2020
The Search,Osho,73439.0,26.07,12.16,3.79,0.89,2.9,[],nan
Committed,Adam Stern,72449.0,26.6,8.75,3.58,1.44,2.14,"['Nonfiction', 'Memoir', 'Psychology', 'Medical', 'Medicine', 'Science', 'Mental Health']",2021
Vinegar Girl,Anne Tyler,53371.0,53.08,8.79,3.65,1.11,2.55,"['Fiction', 'Romance', 'Contemporary', 'Retellings', 'Audiobook', 'Adult', 'Adult Fiction']",2016
A Bride for the Prizefighter,Alice Coldbreath,84115.0,49.87,7.26,4.01,1.85,2.17,"['Historical Romance', 'Historical', 'Romance', 'Historical Fiction', 'Victorian', 'Adult', 'Regency']",2020
Confessions of a Crap Artist,Philip K. Dick,79272.0,40.76,8.0,2.96,1.02,1.95,"['Fiction', 'Science Fiction', 'Novels', 'Literature', 'American', 'Science Fiction Fantasy', 'Fantasy']",1975
Gravel Heart,Abdulrazak Gurnah,97537.0,29.53,8.34,2.72,0.67,2.05,"['Fiction', 'Africa', 'Historical Fiction', 'Literary Fiction', 'Nobel Prize', 'Tanzania', 'African Literature']",2017
The Accidental Apprentice,Amanda Foody,60513.0,56.16,8.33,3.22,1.09,2.14,"['Middle Grade', 'Fantasy', 'Adventure', 'Childrens', 'Magic', 'Fiction', 'Animals']",2021
Nancy Drew: The Clue of the Broken Locket,Carolyn Keene,33922.0,46.88,8.2,3.35,1.36,1.99,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller']",1934
Dancing on the Block,Marina Barinova,117022.0,44.74,8.07,3.17,1.48,1.7,[],2019
Hangman,Daniel Cole,102178.0,47.95,6.57,3.04,1.53,1.51,"['Thriller', 'Crime', 'Mystery', 'Fiction', 'Mystery Thriller', 'Contemporary', 'Detective']",2018
Tracker 220,Jamie Krakover,87605.0,46.12,7.73,2.56,0.75,1.81,[],nan
An Anthropologist on Mars,Oliver Sacks,92600.0,39.16,7.02,3.95,1.73,2.22,"['Nonfiction', 'Science', 'Psychology', 'Neuroscience', 'Medicine', 'Essays', 'Medical']",1995
"Liberalism, The Life of an Idea",Edmund Fawcett,139036.0,20.09,5.11,2.25,1.06,1.19,"['Politics', 'Philosophy', 'History', 'Nonfiction', 'Political Science', 'World History', 'Social Science']",2014
Blood Owed,Rory Miles,68210.0,65.55,7.67,2.59,1.0,1.59,"['Reverse Harem', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Urban Fantasy']",2020
Four Past Midnight,Stephen King,291700.0,46.62,8.47,3.24,1.2,2.03,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Fantasy', 'Mystery', 'Suspense']",1990
The Cold Commands,Richard Morgan,165490.0,62.5,5.9,3.0,1.26,1.74,"['Fantasy', 'Fiction', 'LGBT', 'Dark Fantasy', 'Epic Fantasy', 'Science Fiction', 'Science Fiction Fantasy']",2010
12th of Never,James Patterson & Maxine Paetro,67297.0,46.45,8.46,2.25,0.59,1.66,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Suspense']",2013
Five Flavors of Dumb,Antony John,74822.0,38.22,8.59,4.02,1.64,2.38,"['Young Adult', 'Contemporary', 'Music', 'Realistic Fiction', 'Romance', 'Fiction', 'Disability']",2010
The Beginning Place,Ursula K. Le Guin,61105.0,62.39,7.42,2.46,0.73,1.73,"['Fantasy', 'Fiction', 'Science Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels']",1980
The Thirst,Jo Nesbø,,,,,,,"['Crime', 'Mystery', 'Thriller', 'Fiction', 'Nordic Noir', 'Mystery Thriller', 'Detective']",2017
A Deadly Influence,Mike Omer,114284.0,40.16,8.67,2.98,1.08,1.9,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']",2021
A Runner’s High,Dean Karnazes,64158.0,52.68,7.64,3.64,1.77,1.88,"['Nonfiction', 'Sports', 'Biography', 'Memoir', 'Audiobook', 'Biography Memoir', 'Adventure']",2021
Blackheart Knights,Laure Eve,127430.0,58.73,7.9,3.39,1.32,2.06,"['Fantasy', 'Lesbian', 'Retellings', 'LGBT', 'Queer', 'Urban Fantasy', 'Adult']",2021
Buy a Bullet,Gregg Hurwitz,15316.0,79.89,5.4,2.08,0.78,1.3,"['Thriller', 'Fiction', 'Short Stories', 'Mystery', 'Action', 'Audiobook', 'Suspense']",2016
Thou Shalt Not Kilt,Liam Ashe,61897.0,43.89,7.57,2.44,0.7,1.74,"['Crime', 'Mystery']",2020
The Dark Compass,J. T. Williams,17900.0,48.53,8.51,2.28,0.52,1.77,[],nan
Smoke Bitten,Patricia Briggs,100556.0,38.92,9.78,2.69,0.92,1.77,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Romance', 'Fae', 'Magic']",2020
Red War,Vince Flynn & Kyle Mills,94591.0,39.11,8.87,3.0,1.38,1.61,[],nan
The Ugly Cry,Danielle Henderson,75718.0,52.78,7.28,2.77,0.99,1.78,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography Memoir', 'Biography', 'Race', 'Humor']",2021
The Right It,Alberto Savoia,63592.0,23.97,6.87,3.03,1.13,1.9,"['Business', 'Nonfiction', 'Entrepreneurship', 'Design', 'Technology', 'Collections', 'Leadership']",2019
Invisible Women,Caroline Criado Perez,84322.0,26.02,7.76,3.38,1.61,1.76,"['Nonfiction', 'Feminism', 'Science', 'Audiobook', 'Politics', 'Sociology', 'Womens']",2019
Overkill,Dylan Rust,97343.0,47.94,8.85,1.26,0.29,0.97,[],2019
The Duchess in his Bed,Lorraine Heath,102495.0,38.64,9.3,3.43,1.22,2.21,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Adult', 'Adult Fiction']",2019
The Illness Narratives,Arthur Kleinman,103220.0,25.91,7.07,3.33,1.49,1.84,"['Medicine', 'Anthropology', 'Nonfiction', 'Health', 'Medical', 'Psychology', 'Science']",1988
The Anuan Legacy,Traci Ison Schafer,85640.0,40.47,8.66,3.05,0.93,2.12,"['Science Fiction', 'Aliens']",2018
Long Hard Ride,Lorelei James,57607.0,58.13,7.23,2.87,0.96,1.91,"['Romance', 'Erotica', 'Westerns', 'Menage', 'Contemporary', 'Erotic Romance', 'Contemporary Romance']",2007
Initiation,Heather Renee,57107.0,31.12,10.18,3.74,1.29,2.44,"['Fantasy', 'Reverse Harem', 'Paranormal', 'Magic', 'Urban Fantasy', 'Supernatural', 'Vampires']",2019
The Love Trap,Caroline Goldsworthy,79169.0,44.26,8.77,2.6,0.76,1.84,[],2020
Only Daughter,Sarah A. Denzil,94966.0,46.76,8.66,2.8,0.87,1.93,"['Thriller', 'Psychological Thriller', 'Audiobook', 'Mystery', 'Fiction', 'Suspense', 'Mystery Thriller']",2019
Little Girls Sleeping,Jennifer Chase,81825.0,47.48,7.28,2.82,1.25,1.57,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Suspense', 'Detective']",2019
Mona Lisa Overdrive,William Gibson,80238.0,71.22,6.93,2.74,0.82,1.92,"['Science Fiction', 'Cyberpunk', 'Fiction', 'Science Fiction Fantasy', 'Dystopia', 'Novels', 'Speculative Fiction']",1988
Twelve Stories and a Dream,H. G. Wells,73413.0,43.78,6.93,3.5,1.33,2.18,[],nan
Pulse,Michael Harvey,89007.0,62.49,6.2,2.18,0.54,1.64,"['Mystery', 'Fiction', 'Thriller', 'Science Fiction', 'Crime', 'Suspense', 'Mystery Thriller']",2018
The Unfit Heiress,Audrey Clare Farley,72876.0,27.03,6.83,2.7,1.06,1.65,"['Nonfiction', 'History', 'True Crime', 'Biography', 'Feminism', 'Crime', 'Audiobook']",2021
A Nice Cup of Tea,Celia Imrie,96344.0,52.1,8.26,3.34,1.19,2.16,"['Fiction', 'Mystery', 'France']",2019
The Roommates,Rachel Sargeant,81064.0,66.83,7.38,1.97,0.56,1.41,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Psychological Thriller', 'Adult']",2019
General in His Labyrinth,Gabriel Garcia Marquez,74832.0,43.47,6.09,1.66,0.06,1.6,[],nan
The Hidden Grave,Dominika Best,55865.0,36.82,9.34,2.31,0.65,1.67,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Detective']",2020
The Art of Fiction,Ayn Rand,64616.0,23.04,8.61,3.13,1.28,1.84,"['Writing', 'Nonfiction', 'Philosophy', 'Reference', 'Art', 'Literary Fiction', 'History']",2000
Areopagitica,John Milton,4411.0,25.13,7.01,2.99,0.5,2.49,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'Essays', 'Poetry']",1644
Revenge,Gaynor Torrance,74425.0,36.83,9.87,2.87,1.03,1.84,[],nan
Lady Joker,Kaoru Takamura,197322.0,35.66,7.57,3.23,1.11,2.12,"['Fiction', 'Japan', 'Mystery', 'Crime', 'Thriller', 'Japanese Literature', 'Asia']",1997
The Hardy Boys: Past and Present Danger,Franklin W. Dixon,29630.0,44.34,7.23,2.83,1.03,1.8,[],nan
Haverscroft,S. A. Harris,79204.0,67.61,7.82,2.4,0.71,1.69,"['Horror', 'Fiction', 'Gothic', 'Supernatural']",2019
Empire of Grass,Tad Williams,310204.0,48.33,7.81,3.06,0.91,2.15,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adult', 'Dragons']",2019
Semi Human,Erik Hanberg,78238.0,35.22,9.69,3.35,1.23,2.12,"['Science Fiction', 'Artificial Intelligence', 'Young Adult']",2020
Tact,Jeannie Peneaux,67787.0,23.51,9.31,4.72,1.92,2.79,"['Romance', 'Regency', 'Historical', 'Humor', 'Historical Fiction']",2019
Storm Surge,Taylor Anderson,156856.0,45.03,8.05,3.82,1.61,2.21,"['Alternate History', 'Science Fiction', 'Fantasy', 'Military Fiction', 'Fiction', 'War', 'Adventure']",nan
Anthro-Vision,Gillian Tett,73460.0,28.32,6.36,3.23,1.14,2.1,"['Anthropology', 'Nonfiction', 'Business', 'Economics', 'Sociology', 'Science', 'Psychology']",2021
Jumpback,Terry Hayman,89983.0,50.19,7.17,3.48,1.23,2.24,[],2021
Mentally Incontinent,Joe Peacock,54955.0,39.68,7.41,3.33,1.48,1.85,"['Humor', 'Memoir', 'Nonfiction', 'Autobiography', 'Essays']",2005
Cruel Winter,Sheila Connolly,75930.0,30.89,10.81,3.33,0.88,2.45,"['Mystery', 'Cozy Mystery', 'Ireland', 'Fiction', 'Irish Literature', 'Audiobook', 'Contemporary']",2017
Shade of the Tree,Piers Anthony,76228.0,50.77,9.63,3.8,1.55,2.25,"['Fantasy', 'Horror', 'Fiction', 'Science Fiction Fantasy', 'Science Fiction', 'Paranormal', 'Ghosts']",1986
The Den Of Iniquity,Anabelle Bryant,77204.0,50.83,5.41,2.48,0.63,1.85,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction']",2017
The Tattooist of Auschwitz,Heather Morris,59192.0,48.97,7.58,2.59,0.87,1.72,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Holocaust', 'Romance']",2018
The Hardy Boys: The Money Hunt,Franklin W. Dixon,29100.0,50.46,6.99,3.11,1.14,1.97,"['Mystery', 'Childrens', 'Classics']",1990
Vintage Contemporaries,Don Kois,97353.0,44.4,8.31,3.23,1.12,2.1,[],nan
Everything Belongs to the Future,Laurie Penny,21996.0,51.25,8.5,2.71,1.02,1.7,"['Science Fiction', 'Fiction', 'Novella', 'Dystopia', 'Speculative Fiction', 'Short Stories', 'Feminism']",2016
Flesh and Blood,Nigel McCrery,78993.0,36.7,8.35,4.37,1.69,2.68,['Crime'],2017
300 Arguments,Sarah Manguso,8910.0,32.8,8.18,3.0,0.93,2.07,"['Nonfiction', 'Essays', 'Poetry', 'Memoir', 'Writing', 'Philosophy', 'Adult']",2017
Overcoming Capitalism,Tom Wetzel,130201.0,20.22,5.78,1.93,0.72,1.21,"['Nonfiction', 'Economics', 'Anarchism', 'Labor', 'Politics']",2022
Ballistic,J. T. Sawyer,40896.0,55.6,5.44,2.46,0.65,1.81,[],nan
Jackpot,Stuart Woods,54382.0,30.07,8.71,2.54,0.81,1.73,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Adult']",2021
A Totally Awkward Love Story,Tom Ellen & Lucy Ivison,77248.0,46.03,9.17,3.97,1.83,2.14,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Humor', 'Young Adult Contemporary', 'Young Adult Romance']",2014
Grey Wars,N. W. Collins,56904.0,36.5,4.18,2.34,0.96,1.38,"['Military Fiction', 'History', 'Military History']",2021
Permanent Astonishment,Tomson Highway,115871.0,74.89,5.58,2.64,0.67,1.97,"['Memoir', 'Nonfiction', 'Canada', 'Biography', 'Biography Memoir', 'Audiobook', 'Family']",2021
Alice Isn’t Dead,Joseph Fink,71209.0,45.79,8.61,2.84,0.8,2.04,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'LGBT', 'Queer', 'Thriller']",2018
White,S. J. Sanders,52270.0,48.31,7.48,2.98,1.2,1.78,[],nan
Black Leviathan,Bernd Perplies,109704.0,63.25,6.15,2.99,1.18,1.81,"['Fantasy', 'Dragons', 'High Fantasy', 'Retellings', 'Adventure', 'Fiction', 'Epic Fantasy']",2017
Hunger,Roxane Gay,60889.0,39.17,9.0,3.83,1.23,2.59,"['Nonfiction', 'Memoir', 'Feminism', 'Audiobook', 'Biography', 'Biography Memoir', 'Mental Health']",2017
Missing Pieces,Tim Weaver,136295.0,41.37,9.05,2.97,0.86,2.11,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']",2021
Salt Lane,William Shaw,103208.0,47.14,9.98,2.97,0.98,1.99,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'British Literature', 'Mystery Thriller', 'Detective']",2018
The Great Mistake,Jonathan Lee,84434.0,47.03,6.82,3.32,1.0,2.32,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'New York', 'LGBT', 'Literary Fiction']",2021
The Paris Betrayal,James R. Hannibal,89151.0,58.99,5.41,1.74,0.39,1.35,"['Suspense', 'Thriller', 'Fiction', 'Christian Fiction', 'Contemporary', 'Adventure', 'Mystery']",2021
Beachcombers,Nancy Thayer,113299.0,59.11,8.16,2.94,0.98,1.97,"['Fiction', 'Chick Lit', 'Romance', 'Audiobook', 'Contemporary', 'Womens Fiction', 'Family']",2010
Tempered,T. S. Paul,44233.0,39.68,8.37,2.49,0.71,1.78,[],nan
Hamnet,Maggie O’Farrell,106129.0,68.43,6.92,2.41,0.52,1.88,"['Historical Fiction', 'Fiction', 'Historical', 'Literary Fiction', 'Audiobook', 'Adult', 'Book Club']",2020
Eclipse,Richard North Patterson,117113.0,41.98,6.74,2.83,0.97,1.86,[],nan
How to Save a Human,Alice Winters,98259.0,39.57,9.69,3.32,1.15,2.18,"['M M Romance', 'Vampires', 'Paranormal', 'Romance', 'Fantasy', 'LGBT', 'Urban Fantasy']",2020
A Brothers Tragedy,Jenna Morrison,87502.0,70.45,4.7,2.35,0.47,1.88,[],nan
Firestarter,Tara Sim,114029.0,52.16,7.77,2.54,0.85,1.69,"['Fantasy', 'Young Adult', 'LGBT', 'Steampunk', 'Romance', 'Historical Fiction', 'Historical']",2019
Insistence of Vision,David Brin,114587.0,47.98,6.12,3.46,1.28,2.18,"['Science Fiction', 'Short Stories', 'Fiction', 'Anthologies', 'Collections', 'Science Fiction Fantasy']",2016
City of Lies,Sam Hawke,179391.0,49.74,7.26,2.74,1.0,1.74,"['Fantasy', 'Adult', 'Fiction', 'Mystery', 'High Fantasy', 'Epic Fantasy', 'LGBT']",2018
Meredith Alone,Claire Alexander,93829.0,55.14,8.99,2.86,0.95,1.9,"['Fiction', 'Contemporary', 'Mental Health', 'Audiobook', 'Adult', 'Adult Fiction', 'Chick Lit']",2022
Survive the Dark,K. M. Fawkes,47712.0,36.17,9.99,3.55,1.33,2.21,[],nan
The Chef,James Patterson & Max DiLallo,87766.0,62.04,6.87,2.92,1.12,1.8,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Crime', 'Mystery Thriller', 'Suspense']",2019
Tainted Evidence,Robert Daley,128455.0,32.76,8.89,3.08,1.0,2.08,"['Mystery', 'Thriller', 'Suspense', 'Novels']",1993
Fight For Survival,Ryan Casey,53323.0,30.1,10.03,3.24,0.86,2.38,[],nan
How to Murder Your Life,Cat Marnell,117115.0,54.67,8.34,3.19,0.88,2.31,"['Memoir', 'Nonfiction', 'Biography', 'Audiobook', 'Mental Health', 'Biography Memoir', 'Autobiography']",2017
How to Live Forever,Marc Freedman,44695.0,26.43,5.59,2.87,1.12,1.76,"['Nonfiction', 'Cultural']",2018
The Last Blue,Isla Morley,104452.0,57.1,7.57,2.4,0.41,1.99,"['Historical Fiction', 'Fiction', 'Adult Fiction', 'Romance', 'Adult', 'Audiobook', 'Southern']",2020
The Daughter,Michelle Frances,104086.0,43.74,9.08,3.46,1.31,2.15,"['Thriller', 'Mystery', 'Fiction', 'Suspense', 'Contemporary', 'Crime', 'Womens Fiction']",2019
Damaged,Dan Scottow,73770.0,52.61,8.41,3.09,1.21,1.88,"['Thriller', 'Psychological Thriller', 'Crime', 'Mystery']",2020
Unknown Threat,Lynn H. Blackburn,88494.0,32.29,10.43,2.28,0.52,1.76,"['Suspense', 'Christian Fiction', 'Romance', 'Mystery', 'Fiction', 'Christian', 'Romantic Suspense']",2021
Between Frost and Fury,Chani Lynn Feener,108939.0,35.91,10.02,4.07,1.69,2.38,"['Science Fiction', 'Young Adult', 'Romance', 'Aliens', 'Fantasy', 'Space', 'Fiction']",2018
Abductees,Alan Brickett,128141.0,38.94,7.9,3.03,1.01,2.02,[],2019
The Hardy Boys: The Bombay Boomerang,Franklin W. Dixon,35522.0,45.41,7.6,2.71,1.08,1.63,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Detective', 'Classics']",1970
Sounder,William H. Armstrong,22582.0,73.91,6.74,1.82,0.31,1.51,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Childrens', 'Animals', 'Middle Grade']",1969
The Allingham Casebook,Margery Allingham,74959.0,40.93,8.41,3.61,1.53,2.08,"['Mystery', 'Short Stories', 'Fiction', 'Crime', 'Detective', 'British Literature', 'Classics']",1969
Crazy for the Storm,Norman Ollestad,72190.0,70.58,5.43,2.23,0.58,1.65,"['Nonfiction', 'Memoir', 'Adventure', 'Biography', 'Survival', 'Biography Memoir', 'Autobiography']",2009
Consumed,Justin Alcala,83450.0,59.68,6.3,3.33,1.53,1.8,"['Horror', 'Fantasy', 'Mystery']",2014
Kingdomtide,Rye Curtis,88550.0,65.02,7.25,1.92,0.42,1.5,"['Fiction', 'Literary Fiction', 'Mystery', 'Survival', 'Thriller', 'Mystery Thriller', 'The United States Of America']",2020
Spindle,W. R. Gingell,103648.0,50.11,8.23,6.54,4.39,2.14,"['Fantasy', 'Fairy Tales', 'Retellings', 'Romance', 'Magic', 'Young Adult', 'Fiction']",2015
Catalyst,Anna Carven,85462.0,52.95,8.02,3.49,1.48,2.0,[],nan
The Game You Played,Anni Taylor,125808.0,47.17,9.21,2.59,0.84,1.75,"['Thriller', 'Mystery', 'Fiction', 'Psychological Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook']",2016
Where Would You Be Now,Carrie Vaughn,8989.0,51.27,8.22,2.5,0.71,1.79,"['Short Stories', 'Science Fiction', 'Post Apocalyptic', 'Dystopia', 'Fiction', 'Urban Fantasy', 'LGBT']",2018
Little Secrets,Jennifer Hillier,101798.0,42.46,9.79,2.99,0.99,2.0,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Adult']",2020
Psychoanalysis and Religion,Erich Fromm,30045.0,15.6,7.46,2.4,1.09,1.31,"['Psychology', 'Philosophy', 'Religion', 'Nonfiction', 'Psychoanalysis', 'Sociology', 'Science']",1950
The Mistress,Jill Childs,70330.0,56.55,7.16,3.21,1.02,2.2,"['Fiction', 'Magical Realism', 'Fantasy', 'India', 'Romance', 'Indian Literature', 'Food']",1997
Her Last Breath,Alison Belsham,101808.0,45.33,8.53,2.65,0.91,1.75,"['Thriller', 'Mystery', 'Crime', 'Mystery Thriller', 'Fiction']",2019
Mirage,Julie E. Czerneda,119660.0,46.11,8.27,2.79,1.05,1.73,[],nan
The Callsign,Brad Taylor,13576.0,33.23,8.99,2.56,0.83,1.72,"['Thriller', 'Fiction', 'Espionage', 'Short Stories', 'Action', 'Mystery Thriller', 'Mystery']",2012
Paul of Dune,Brian Herbert & Kevin J. Anderson,157938.0,47.46,6.87,2.97,1.19,1.78,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Space Opera', 'Audiobook']",2008
A Most Remarkable Creature,Jonathan Meiburg,101136.0,79.99,5.34,2.56,1.03,1.52,"['Nonfiction', 'Science', 'Nature', 'Birds', 'Animals', 'History', 'Natural History']",2021
Critical,Robin Cook,125340.0,33.54,9.31,3.45,1.63,1.83,[],nan
The Season of Lies,Debra Burroughs,71120.0,42.99,8.61,2.61,0.87,1.74,"['Mystery', 'Christmas', 'Amazon', 'Holiday', 'Contemporary']",2020
Borderless,Eliot Peper,78256.0,52.94,7.7,2.38,0.86,1.53,"['Fiction', 'Science Fiction', 'Suspense', 'Audiobook', 'Science Fiction Fantasy', 'Thriller']",2018
The Brothers Karamazov,Fyodor Dostoevsky,351952.0,26.61,9.07,3.88,1.46,2.42,"['Classics', 'Fiction', 'Russia', 'Literature', 'Russian Literature', 'Philosophy', 'Novels']",1878
Dead Bad,Helen H. Durrant,60994.0,29.76,12.3,2.54,0.71,1.83,"['Crime', 'Fiction', 'Mystery']",2018
Little Girl Missing,J. G. Roberts,78265.0,37.26,10.78,3.11,1.19,1.92,"['Thriller', 'Mystery', 'Fiction', 'Adult', 'Suspense']",2019
A Room Full of Night,T. R. Kenneth,82359.0,45.96,9.0,2.71,0.96,1.75,"['Fiction', 'Mystery', 'Thriller', 'Historical Fiction', 'Mystery Thriller', 'Suspense']",2019
Escape,Marie Le Conte,65369.0,21.86,9.63,4.2,1.8,2.4,"['Nonfiction', 'Sociology']",2022
Nancy Drew: The Black Widow,Carolyn Keene,29768.0,47.54,8.08,3.42,1.36,2.06,"['Mystery', 'Young Adult', 'Fiction', 'Childrens', 'Mystery Thriller']",1988
Shades of Justice,Carolyn Arnold,102338.0,33.77,9.73,2.56,0.85,1.72,"['Thriller', 'Fiction', 'Mystery']",2019
The Last Second,Catherine Coulter & J. T. Ellison,103070.0,40.82,9.55,2.99,0.97,2.01,[],nan
Will to Live,Rachel Amphlett,63040.0,43.71,7.6,2.26,0.49,1.77,"['Crime', 'Mystery', 'Fiction', 'Detective', 'Thriller', 'Suspense', 'Audiobook']",2017
Known to Evil,Walter Mosley,81727.0,41.82,8.53,2.26,0.59,1.68,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'African American', 'Noir']",2010
Reyanna’s Fire,Whit McClendon,68742.0,57.81,6.6,3.55,1.65,1.9,['Fantasy'],2018
India: A Million Mutinies Now,V. S. Naipaul,218949.0,36.82,8.55,2.4,0.64,1.76,[],nan
The Rib King,Ladee Hubbard,94264.0,34.85,9.49,3.06,0.74,2.32,"['Historical Fiction', 'Fiction', 'Historical', 'Race', 'Literary Fiction', 'Audiobook', 'African American']",2021
A Beginner’s Guide to Losing Your Mind,Emily Reynolds,60045.0,27.85,10.13,4.94,2.52,2.42,"['Nonfiction', 'Mental Health', 'Self Help', 'Psychology', 'Memoir', 'Health']",2017
Rules for Perfect Murders,Peter Swanson,76412.0,37.23,8.99,3.18,1.14,2.04,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Crime', 'Adult']",2020
The Map of Consciousness Explained,David Hawkins,75727.0,24.15,7.57,3.03,1.33,1.7,[],nan
The Fifth Suspect,Robert McNeil,87179.0,34.8,9.4,2.45,0.87,1.59,"['Mystery', 'Crime']",2020
The Well Gardened Mind,Sue Stuart-Smith,93042.0,56.57,6.61,2.66,1.06,1.6,"['Nonfiction', 'Nature', 'Gardening', 'Psychology', 'Mental Health', 'Health', 'Self Help']",2020
The Escape,Lisa Harris,78616.0,32.93,10.37,2.84,0.74,2.1,"['Christian Fiction', 'Suspense', 'Fiction', 'Mystery', 'Romantic Suspense', 'Romance', 'Thriller']",2020
Bound to Die,Laurie Rockenbeck,101922.0,43.39,8.45,2.32,0.74,1.59,[],2017
Angel Mage,Garth Nix,130884.0,50.9,7.56,3.42,1.41,2.01,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Angels', 'Magic', 'LGBT']",2019
The Coloring Book,Colin Quinn,55279.0,41.46,8.74,2.85,0.82,2.03,"['Humor', 'Nonfiction', 'Comedy', 'Memoir', 'Autobiography', 'Audiobook', 'Comedian']",2015
Murder in Montparnasse,Kerry Greenwood,80683.0,58.33,8.37,3.18,1.14,2.04,"['Mystery', 'Historical Fiction', 'Fiction', 'Crime', 'Historical', 'Australia', 'Historical Mystery']",2002
