,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
20492,Invasion,Robin Cook,101389.0,43.76,8.83,3.06,1.37,1.7,"['Fiction', 'Thriller', 'Science Fiction', 'Mystery', 'Medical', 'Horror', 'Suspense']",1997.0
20493,Villain,Michael Grant,73703.0,54.71,8.1,2.97,1.18,1.79,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Horror', 'Thriller']",2018.0
20494,Tokens,Sam Sisavath,78677.0,42.94,9.49,3.41,1.02,2.39,"['Post Apocalyptic', 'Zombies']",2018.0
20495,Play With Fire,William Shaw,100571.0,49.86,9.87,2.76,0.87,1.88,"['Mystery', 'Fiction', 'Crime', 'Historical Fiction', 'Thriller', 'Historical Mystery', 'Audiobook']",2017.0
20496,The Mirror Sisters,V. C. Andrews,78042.0,30.64,10.39,3.85,1.18,2.67,"['Fiction', 'Young Adult', 'Contemporary', 'Suspense', 'Horror', 'Gothic', 'Mystery']",2016.0
20497,A Death Most Monumental,J. D. Kirk,86013.0,43.85,7.97,3.53,1.35,2.18,"['Crime', 'Mystery', 'Scotland', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook']",2020.0
20498,A Champion Falls,D. K. Holmberg,80955.0,30.69,10.99,2.92,0.95,1.97,['Fantasy'],2022.0
20499,Queen,Timothy Zahn,105297.0,34.54,8.73,3.55,1.4,2.15,"['Science Fiction', 'Space Opera', 'Adventure', 'Audiobook', 'Fiction', 'Aliens']",2020.0
20500,Escape,Blaze Ward,59844.0,44.06,7.74,3.8,1.62,2.17,['Science Fiction'],2021.0
20501,Before the Storm,Alex Gray,94619.0,46.01,7.82,2.88,0.92,1.96,"['Crime', 'Fiction', 'Mystery', 'Scotland']",2021.0
20502,Endgame,Chris Ryan,70260.0,50.12,7.93,3.23,1.43,1.8,"['Fiction', 'Thriller', 'Young Adult', 'Action', 'Espionage', 'Spy Thriller', 'Adventure']",2016.0
20503,Say Goodbye,Karen Rose,193993.0,35.56,10.34,3.2,1.02,2.18,"['Romantic Suspense', 'Romance', 'Suspense', 'Mystery', 'Thriller', 'Crime', 'Fiction']",2021.0
20504,Foxfire,Anya Seton,122606.0,59.86,6.93,3.12,1.09,2.03,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Historical Romance', 'Westerns', 'Novels']",1950.0
20505,Some They Lie,M. K. Farrar,68150.0,39.31,10.24,2.97,0.85,2.12,"['Thriller', 'Mental Health', 'Mystery Thriller', 'Fiction', 'Contemporary', 'Psychological Thriller']",2018.0
20506,Black Flag,Brad Taylor,17890.0,48.66,7.9,2.26,0.72,1.54,"['Thriller', 'Fiction', 'Short Stories', 'Action', 'Mystery Thriller', 'Spy Thriller', 'Espionage']",2013.0
20507,Genesis,Raymond L. Weil,97686.0,37.46,8.91,2.86,1.14,1.72,"['Science Fiction', 'Space', 'Space Opera', 'Military Fiction']",2016.0
20508,A Treachery of Spies,Manda Scott,154343.0,49.12,9.31,2.88,0.94,1.94,"['Historical Fiction', 'Fiction', 'Thriller', 'Crime', 'Mystery', 'Historical', 'France']",2018.0
20509,Smoke and Memories,D. K. Holmberg,87866.0,31.18,10.31,2.64,0.95,1.69,"['Fantasy', 'Fiction']",2021.0
20510,The Ice Daughters,D. E. White,98428.0,48.35,8.36,3.3,1.44,1.87,"['Crime', 'Mystery', 'Fiction']",2020.0
20511,Staff & Crown,W. R. Gingell,108484.0,31.08,10.53,5.21,2.31,2.9,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Fairy Tales', 'Magic', 'Retellings']",2018.0
20512,"Carry On, Jeeves",P. G. Wodehouse,74114.0,33.06,8.88,3.47,1.31,2.15,"['Humor', 'Fiction']",1970.0
20513,Black Death,M. J. Trow,74807.0,43.28,8.96,3.22,0.98,2.24,"['Historical Fiction', 'Mystery', 'Historical Mystery']",2019.0
20514,Soldier Sword,D. K. Holmberg,88366.0,27.73,10.76,2.71,0.88,1.83,"['Fantasy', 'Fiction', 'Audiobook', 'Adventure']",2017.0
20515,Get A Life,Nadine Gordimer,46767.0,39.89,8.29,2.68,0.98,1.7,"['Fiction', 'Africa', 'South Africa', 'Nobel Prize', 'Literary Fiction', 'Literature', 'Short Stories']",2005.0
20516,The Dragon King,D. K. Holmberg,85474.0,31.9,11.1,2.63,0.83,1.8,['Fantasy'],2022.0
20517,Eden,Tim Lebbon,90251.0,65.08,7.38,2.2,0.45,1.75,"['Horror', 'Science Fiction', 'Thriller', 'Fiction', 'Dystopia', 'Fantasy', 'Adult']",2020.0
20518,Age of Legends,James Lovegrove,129189.0,47.2,7.88,2.75,0.87,1.87,"['Fantasy', 'Mythology', 'Science Fiction Fantasy', 'Fiction', 'Science Fiction']",2019.0
20519,Shadowborn,Katie MacAlister,78855.0,43.78,7.72,2.89,1.05,1.84,['Fantasy'],2020.0
20520,Malice,Danielle Steel,121518.0,27.68,10.27,3.65,1.24,2.41,"['Romance', 'Fiction', 'Chick Lit', 'Drama', 'Contemporary', 'Contemporary Romance', 'Adult']",1996.0
20521,Q-Gates,S. H. Jucha,109408.0,33.6,7.48,2.54,1.15,1.39,"['Science Fiction', 'Fiction', 'Space Opera']",2021.0
20522,Rubicon,G. S. Jennsen,116194.0,35.26,8.03,3.69,1.41,2.29,"['Science Fiction', 'Space Opera', 'Romance', 'Space', 'Military Fiction', 'Adventure', 'Fiction']",2017.0
20523,Scorched Earth,David Mark,89670.0,65.3,7.88,2.09,0.75,1.35,"['Mystery', 'Crime', 'Thriller']",2018.0
20524,Ghost Ups Her Game,Carolyn Hart,74096.0,63.26,7.23,2.14,0.87,1.27,"['Mystery', 'Cozy Mystery', 'Fiction', 'Mystery Thriller', 'Paranormal']",2020.0
20525,Dune The Lady of Caladan,Kevin J. Anderson,164654.0,43.44,7.38,2.66,0.94,1.72,"['Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Space Opera', 'Adult']",2021.0
20526,No Escape,Casey Kelleher,82187.0,34.36,9.33,3.79,1.33,2.47,['Crime'],2020.0
20527,Charles Dickens,Jane Smiley,60125.0,20.09,6.28,3.33,1.36,1.97,"['Biography', 'Nonfiction', 'Classics', 'History', 'Literary Criticism', 'Adult', 'Biography Memoir']",2002.0
20528,The Pelican,Martin Michael Driessen,50668.0,52.02,7.98,3.4,1.31,2.09,"['Fiction', 'Dutch Literature', 'Literature', 'Historical Fiction', 'Humor', 'Roman', 'Literary Fiction']",2017.0
20529,The Capitalist,Peter Steiner,81446.0,33.42,9.24,3.01,0.92,2.09,['Thriller'],2016.0
20530,Brimstone,Cherie Priest,99711.0,47.91,8.99,3.32,0.99,2.32,"['Fantasy', 'Horror', 'Historical Fiction', 'Fiction', 'Historical', 'Paranormal', 'Supernatural']",2017.0
20531,The Churn,James S. A. Corey,19704.0,53.45,7.39,2.17,0.55,1.62,"['Science Fiction', 'Fiction', 'Space Opera', 'Short Stories', 'Novella', 'Audiobook', 'Space']",2014.0
20532,Perfect Vacuum,Stanislaw Lem,76780.0,27.97,6.93,3.49,1.4,2.1,"['Science Fiction', 'Fiction', 'Short Stories', 'Literature', 'Polish Literature', 'Philosophy', 'Novels']",1971.0
20533,A Kingdom Scarred,K. A. Riley,109422.0,44.78,7.56,2.95,1.07,1.88,"['Fantasy', 'Fae', 'Romance']",2022.0
20534,Fool Me Twice,Jeff Lindsay,108070.0,37.42,8.71,3.67,1.35,2.32,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Suspense']",2020.0
20535,The Tourist,Alex Sherman,5025.0,67.41,5.85,2.31,0.66,1.65,"['Short Stories', 'Science Fiction', 'Horror', 'Fiction']",2020.0
20536,Leverage in Death,J. D. Robb,105297.0,43.94,7.85,2.57,0.77,1.8,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Suspense', 'Romantic Suspense', 'Futuristic']",2018.0
20537,Rogue,James Swallow,135197.0,50.37,6.63,1.98,0.74,1.24,"['Thriller', 'Fiction', 'Crime', 'Espionage']",2020.0
20538,Blowback,L. T. Ryan,60255.0,40.66,8.46,2.37,0.69,1.68,"['Thriller', 'Action', 'Fiction']",2018.0
20539,The Perfect Couple,Erin Hilderbrand,105536.0,52.34,8.86,2.74,0.85,1.9,"['Fiction', 'Mystery', 'Chick Lit', 'Romance', 'Audiobook', 'Mystery Thriller', 'Contemporary']",2018.0
20540,The Wrong Man,Mike Ryan,54894.0,26.98,9.25,3.74,1.39,2.34,"['Fiction', 'Audiobook']",2020.0
20541,Darkness Falling,Ian Douglas,98115.0,42.01,7.85,3.08,1.39,1.69,"['Science Fiction', 'Space Opera', 'Hard Science Fiction', 'Fiction', 'Audiobook', 'Military Fiction']",2017.0
20542,Daughters of Darkness,Sally Spencer,71512.0,34.17,10.75,3.9,1.51,2.39,"['Thriller', 'Crime', 'Mystery']",2020.0
20543,Buried Lies,Kristina Ohlsson,108861.0,25.2,10.36,3.57,1.28,2.29,"['Crime', 'Thriller', 'Fiction', 'Mystery', 'Nordic Noir', 'Swedish Literature', 'Audiobook']",2014.0
20544,Indefensible,M. A. Comley,59680.0,30.33,9.87,2.62,0.6,2.02,"['Thriller', 'Fiction']",2021.0
20545,Nell,Nancy Thayer,143651.0,49.23,8.78,3.37,1.01,2.36,"['Fiction', 'Contemporary', 'Chick Lit']",1985.0
20546,Marathon,Brian Freeman,107449.0,51.6,8.64,2.41,0.62,1.78,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']",2017.0
20547,Led Astray,Sandra Brown,72078.0,52.4,8.76,3.13,1.41,1.72,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Harlequin', 'Adult', 'Audiobook']",1985.0
20548,The Cure,Glenn Cooper,130843.0,46.48,8.69,2.31,0.73,1.57,"['Thriller', 'Fiction', 'American', 'Science Fiction', 'Dystopia']",2020.0
20549,The Medium,C. J. Archer,81582.0,41.97,8.79,3.47,1.14,2.33,"['Paranormal', 'Fantasy', 'Romance', 'Young Adult', 'Historical Fiction', 'Mystery', 'Ghosts']",2012.0
20550,The Dunwich Horror,H. P. Lovecraft,17382.0,54.6,5.57,3.22,1.59,1.63,"['Horror', 'Short Stories', 'Fiction', 'Classics', 'Lovecraftian', 'Fantasy', 'Audiobook']",1929.0
20551,Times Like These,Stephen Puleston,84578.0,40.5,7.8,2.3,0.86,1.43,['Contemporary'],2020.0
20552,That Hideous Strength,C. S. Lewis,91775.0,35.02,9.3,3.46,1.21,2.26,"['Fiction', 'Science Fiction', 'Fantasy', 'Christian', 'Classics', 'Christian Fiction', 'Science Fiction Fantasy']",1945.0
20553,Reasons to Kill God,I. V. Olokita,35035.0,39.13,5.07,4.41,1.76,2.65,"['Historical Fiction', 'World War II']",2019.0
20554,Out of the Attic,V. C. Andrews,81562.0,38.13,9.5,3.94,1.36,2.58,"['Fiction', 'Dark', 'Horror', 'Historical Fiction', 'Romance', 'Classics', 'Coming Of Age']",2020.0
20555,Dark Prince,David Gemmell,167510.0,56.15,7.32,2.55,0.72,1.83,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Fantasy', 'Epic Fantasy', 'Heroic Fantasy']",1991.0
20556,Endgame,Bill Pronzini,58566.0,37.91,9.09,3.1,0.83,2.27,"['Mystery', 'Detective', 'Crime', 'Audiobook', 'Fiction']",2017.0
20557,Kingfisher,Patricia A. McKillip,87367.0,71.8,6.01,3.53,1.59,1.94,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Arthurian', 'Science Fiction Fantasy', 'Young Adult', 'Adult Fiction']",2016.0
20558,Second Chance,Sean Black,76360.0,43.96,8.24,2.35,0.75,1.6,"['Thriller', 'Mystery']",2017.0
20559,Protector,Conn Iggulden,115697.0,47.06,7.7,2.31,0.65,1.66,"['Historical Fiction', 'Fiction', 'Historical', 'Greece', 'War', 'Novels', 'Audiobook']",2021.0
20560,Betrayal,David Gilman,129057.0,51.94,7.85,2.14,0.49,1.65,"['Thriller', 'Espionage']",2022.0
20561,Rogue,Robyn Wideman,67357.0,41.22,8.55,2.74,0.83,1.9,"['Fantasy', 'Fiction']",2018.0
20562,"Warlock Holmes, The Sign of Nine",G. S. Denning,97799.0,42.03,8.59,3.62,1.14,2.48,"['Fantasy', 'Mystery', 'Fiction', 'Humor', 'Paranormal', 'Audiobook', 'Historical Fiction']",2019.0
20563,Mine,Delilah S. Dawson,53544.0,65.17,8.28,3.22,1.14,2.08,"['Horror', 'Middle Grade', 'Fiction', 'Ghosts', 'Mystery', 'Paranormal', 'Young Adult']",2021.0
20564,Freeway,Jorge Enrique,36011.0,52.72,7.98,2.57,0.75,1.82,['Cyberpunk'],2022.0
20565,The Art of Patience,Sylvain Tesson,30761.0,77.62,6.24,1.77,0.69,1.08,"['Nonfiction', 'Travel', 'Nature', 'France', 'French Literature', 'Roman', 'Adventure']",2019.0
20566,Forgotten,Jeffery Deaver,11349.0,47.75,8.1,2.29,0.78,1.52,"['Mystery', 'Short Stories', 'Crime', 'Fiction', 'Novella', 'Thriller']",2021.0
20567,Girl in Mist,S. T. Young,99611.0,43.81,7.86,3.34,1.6,1.74,"['Suspense', 'Romance']",2018.0
20568,Traitor,Tom Wood,104414.0,44.22,8.39,2.97,0.55,2.41,"['Thriller', 'Fiction']",2022.0
20569,47,Walter Mosley,54767.0,49.64,7.87,2.5,0.4,2.1,"['Historical Fiction', 'Young Adult', 'Fantasy', 'Fiction', 'African American', 'Science Fiction', 'Historical']",2005.0
20570,Goosebumps: Night of the Living Dummy,R. L. Stine,23334.0,65.04,6.28,2.97,1.44,1.53,"['Horror', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Mystery']",1993.0
20571,New Star Rising,Tracy Cooper-Posey,59561.0,48.53,8.71,3.03,1.09,1.94,['Science Fiction'],2017.0
20572,Ice,Ice-T & Douglas Century,75181.0,36.17,9.15,2.55,0.76,1.79,"['Nonfiction', 'Memoir', 'Music', 'Biography', 'Audiobook', 'Biography Memoir', 'Crime']",2022.0
20573,Finding Grace,K. L. Slater,82588.0,41.42,8.66,3.55,1.42,2.14,"['Thriller', 'Fiction', 'Audiobook', 'Mystery', 'Psychological Thriller', 'Mystery Thriller', 'Suspense']",2019.0
20574,The Sacrifice,Evangeline Anderson,90137.0,53.52,8.32,4.37,1.85,2.53,"['Vampires', 'Paranormal', 'BDSM', 'Erotica', 'Paranormal Romance', 'Romance', 'Witches']",2012.0
20575,The Girl I Used To Be,J. A. Baker,80380.0,51.91,7.76,3.11,1.14,1.96,"['Audiobook', 'Mystery']",2020.0
20576,Fossil,Greig Beck,24706.0,52.99,6.22,3.02,1.26,1.76,"['Time Travel', 'Science Fiction', 'Horror', 'Thriller', 'Novella', 'Adventure', 'Fiction']",2019.0
20577,Bittersweet,Danielle Steel,123381.0,27.06,10.69,3.63,1.26,2.36,"['Romance', 'Fiction', 'Chick Lit', 'Novels', 'Contemporary', 'Adult Fiction', 'Family']",1999.0
20578,Covenant,Steven Konkoly,25836.0,61.25,4.71,2.35,1.35,1.0,"['Thriller', 'Fiction', 'Military Fiction', 'Adventure']",2018.0
20579,Beyond Good and Evil,"E. M. Smith, Tim McBain & L. T. Vargus",61908.0,63.14,6.13,2.54,0.72,1.82,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Mystery Thriller']",
20580,Head over Heels,Sam Bailey & Jenny Bailey,72425.0,42.51,8.73,3.4,1.21,2.2,"['Memoir', 'Biography', 'Nonfiction']",2006.0
20581,The Rithmatist,Brandon Sanderson,87668.0,40.52,8.37,3.43,1.12,2.31,"['Young Adult', 'Steampunk', 'Fiction', 'Mystery', 'Magic', 'Science Fiction', 'Audiobook']",2013.0
20582,Disappeared,Linda Castillo,14113.0,60.15,6.69,1.78,0.61,1.17,"['Mystery', 'Fiction', 'Amish', 'Audiobook', 'Thriller', 'Novella', 'Short Stories']",2021.0
20583,Obsidian,Thomas King,70195.0,58.29,9.11,1.98,0.41,1.58,"['Mystery', 'Canada', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Humor']",2020.0
20584,The Book of Pearl,Timothee De Fombelle,64640.0,62.09,7.43,2.48,0.73,1.75,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Romance', 'Fiction', 'Fairy Tales', 'France']",2014.0
20585,"Jack Dalton, Monster Hunter",T. S. Paul,96046.0,39.29,8.28,2.3,0.7,1.6,['Urban Fantasy'],2018.0
20586,Revenge,James Patterson & Andrew Holmes,72643.0,34.64,8.54,3.2,1.01,2.19,"['Thriller', 'Mystery', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook']",2018.0
20587,Goosebumps: Deep Trouble,R. L. Stine,18800.0,71.48,7.06,2.85,1.27,1.57,"['Horror', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Mystery']",1994.0
20588,Refugee,Piers Anthony,103815.0,36.45,9.74,3.7,1.54,2.15,"['Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Adventure', 'American']",1983.0
20589,"Fear Street, Can You Keep a Secret",R. L. Stine,49234.0,57.84,7.4,2.57,0.93,1.64,"['Horror', 'Young Adult', 'Thriller', 'Mystery', 'Fiction', 'Werewolves', 'Paranormal']",2016.0
20590,All Up,J. W. Rinzler,152968.0,55.12,6.63,1.97,0.71,1.26,"['Science Fiction', 'Space']",2017.0
20591,Burn Bright,Bec McMaster,39631.0,63.1,7.34,2.76,1.04,1.72,"['Fantasy', 'Romance', 'Young Adult', 'Paranormal', 'Fantasy Romance', 'Fiction', 'Shapeshifters']",2018.0
20592,Aftermath,Terri Blackstock,70774.0,34.95,9.55,2.61,0.58,2.03,"['Christian Fiction', 'Fiction', 'Suspense', 'Mystery', 'Christian', 'Thriller', 'Romance']",2021.0
20593,Unforgiven,Jay Crownover,85792.0,40.5,8.65,3.17,1.34,1.83,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Suspense', 'Westerns', 'Audiobook']",2020.0
20594,Whisperer in Darkness,H. P. Lovecraft,26443.0,41.39,7.11,3.77,1.71,2.05,"['Horror', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Lovecraftian', 'Science Fiction']",2007.0
20595,Black Ops,Chris Ryan,91762.0,48.5,8.06,2.72,1.13,1.59,"['Thriller', 'Audiobook']",2019.0
20596,Rules of Engagement,David Bruns & J. R. Olson,82027.0,47.88,6.5,1.97,0.6,1.37,"['Thriller', 'Fiction', 'Military Fiction', 'Mystery Thriller']",2019.0
20597,Double Down,M. R. Forbes,58232.0,41.12,7.87,2.2,0.66,1.54,"['Science Fiction', 'Aliens']",2018.0
20598,The Devil You Know,Robert Swartwood,71582.0,39.92,7.94,2.97,0.77,2.19,['Thriller'],2017.0
20599,Plymouth Undercover,Pamela Kelley,51228.0,41.48,9.54,3.67,1.07,2.61,"['Mystery', 'Fiction', 'Audiobook', 'Murder Mystery', 'Contemporary', 'Mystery Thriller', 'Cozy Mystery']",2021.0
20600,The Big Sea,Langston Hughes,101530.0,49.92,6.04,3.24,0.85,2.39,"['Nonfiction', 'Memoir', 'Biography', 'African American', 'Classics', 'Poetry', 'Autobiography']",1940.0
20601,Chain of Chance,Stanislaw Lem,61707.0,46.88,7.72,3.03,1.09,1.93,"['Science Fiction', 'Fiction', 'Mystery', 'Polish Literature', 'Novels', 'Crime', 'Literature']",1976.0
20602,Commando,James Evans & Jon Evans,33484.0,48.53,7.68,2.91,1.15,1.76,"['Science Fiction', 'Military Fiction']",2019.0
20603,Children of the Storm,Dean Koontz,62022.0,47.69,7.87,3.61,1.48,2.13,"['Horror', 'Fiction', 'Gothic']",1972.0
20604,Gone in Seconds,M. A. Comley,59291.0,29.52,10.34,2.72,0.65,2.07,"['Mystery', 'Fiction', 'Amazon', 'Thriller']",2020.0
20605,Goosebumps: Stay Out of the Basement,R. L. Stine,20532.0,67.42,6.73,3.24,1.42,1.82,"['Horror', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Fantasy', 'Mystery']",1992.0
20606,Elites,Angel Lawson,54117.0,61.73,7.3,2.37,0.89,1.48,"['Reverse Harem', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Paranormal Romance']",2018.0
20607,The Predator,Christopher Golden & Mark Morris,75987.0,57.39,6.66,2.94,1.14,1.81,"['Science Fiction', 'Horror', 'Audiobook', 'Fiction', 'Thriller', 'Aliens', 'Action']",2018.0
20608,Boon,Ed Kurtz,92687.0,51.42,6.76,2.67,0.77,1.9,"['Westerns', 'Historical']",2020.0
20609,Toys in the Dust,N. M. Brown,60705.0,53.41,7.23,3.34,1.39,1.95,['Crime'],2019.0
20610,Last Light,Helen Phifer,84360.0,40.23,10.8,2.51,0.47,2.04,"['Crime', 'Thriller', 'Mystery', 'Fiction', 'Adult']",2018.0
20611,An Eye for Eye,Caroline Fardig,96665.0,33.82,8.93,2.51,0.75,1.76,"['Mystery', 'Thriller', 'Relationships', 'Fiction', 'Suspense']",2018.0
20612,The Tindalos Asset,Caitlin R. Kiernan,43665.0,59.96,7.59,3.22,0.85,2.37,"['Horror', 'Fiction', 'Science Fiction', 'Lovecraftian', 'Fantasy', 'Novella', 'Speculative Fiction']",2020.0
20613,The Ravens,Kass Morgan & Danielle Paige,97020.0,52.62,7.82,2.97,1.14,1.83,"['Fantasy', 'Young Adult', 'Witches', 'Paranormal', 'Magic', 'Mystery', 'Fiction']",2020.0
20614,Kingmaker,Griff Hosker,86785.0,35.55,10.0,2.2,0.36,1.84,['Historical Fiction'],2016.0
20615,No Man's Land,Neil Broadfoot,99243.0,44.67,7.31,2.34,0.76,1.58,"['Crime', 'Mystery', 'Scotland', 'Thriller']",2018.0
20616,Bittersweet Rain,Sandra Brown,72404.0,50.9,8.43,3.11,1.42,1.69,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Mystery', 'Suspense']",1984.0
20617,Body and Soul,John Harvey,63459.0,47.55,8.08,2.99,1.12,1.88,"['Mystery', 'Crime', 'Fiction', 'British Literature', 'Thriller', 'Suspense']",2018.0
20618,Enemy of the State,Vince Flynn & Kyle Mills,102169.0,33.9,9.42,2.99,1.32,1.67,"['Fiction', 'Thriller', 'Espionage', 'Audiobook', 'Spy Thriller', 'Action', 'Mystery']",2017.0
20619,Springboard,Tom Clancy,107627.0,42.37,9.2,2.74,0.88,1.86,"['Fiction', 'Thriller', 'Espionage', 'Adventure', 'Action', 'Adult', 'Suspense']",2005.0
20620,Boxed,Richard Anderson,76277.0,43.23,9.68,2.88,0.91,1.97,"['Crime', 'Australia', 'Mystery', 'Fiction']",2019.0
20621,A Star Is Bored,Byron Lane,101133.0,57.88,7.01,2.78,1.03,1.75,"['Fiction', 'Contemporary', 'Humor', 'Audiobook', 'Adult', 'LGBT', 'Adult Fiction']",2020.0
20622,Thief,Ruth Rendell,17214.0,46.9,10.89,2.59,0.4,2.19,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Short Stories', 'Crime', 'Mystery Thriller']",2005.0
20623,Caged,Lorelei James,125357.0,48.93,7.93,2.73,0.69,2.03,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Sports']",2015.0
20624,Trapped,Scott Bartlett & Joshua James,78830.0,39.81,8.76,2.9,0.98,1.93,"['Science Fiction', 'Fiction', 'Space', 'Amazon', 'Space Opera']",2019.0
20625,Travelers,K. A. Riley,87754.0,68.07,6.21,2.5,1.02,1.48,"['Young Adult', 'Fantasy', 'Dystopia', 'Science Fiction', 'Fiction']",2020.0
20626,Mosaic,Caro Ramsay,91462.0,49.6,9.29,2.94,0.7,2.25,"['Mystery', 'Audiobook', 'Thriller']",2019.0
20627,Powers,Ursula K. Le Guin,112048.0,48.85,7.47,2.68,0.72,1.96,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Speculative Fiction', 'Science Fiction Fantasy', 'Magic']",2007.0
20628,Shade's First Rule,A. F. Kay,109975.0,49.35,7.69,2.72,0.9,1.82,"['Fantasy', 'Audiobook', 'Fiction', 'Magic', 'Role Playing Games', 'Science Fiction Fantasy']",2019.0
20629,King,Ben Kane,123303.0,40.4,8.43,2.38,0.59,1.78,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval']",2022.0
20630,Sisterhood,Michael Palmer,99283.0,45.55,7.34,3.28,1.35,1.92,"['Fiction', 'Thriller', 'Mystery', 'Medical', 'Suspense', 'Horror', 'Crime']",1982.0
20631,Dark Light,Jodi Taylor,102891.0,45.94,9.92,3.93,1.52,2.41,"['Fantasy', 'Fiction', 'Audiobook', 'Paranormal', 'Urban Fantasy', 'Thriller', 'Supernatural']",2018.0
20632,Deception,Lesley Pearse,84010.0,40.05,10.16,3.23,0.88,2.34,"['Fiction', 'Romance', 'Mystery', 'Contemporary']",2022.0
20633,Confidence,Denise Mina,75405.0,50.13,8.12,2.58,0.82,1.75,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']",2022.0
20634,Collateral Damage,David Mack,103002.0,41.78,6.76,2.06,0.62,1.44,"['Star Trek', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Star Trek The Next Generation', 'Space Opera']",2019.0
20635,Schooled,Lorelei James,27885.0,56.2,7.29,2.61,0.67,1.94,"['BDSM', 'Romance', 'Erotica', 'Contemporary Romance', 'Erotic Romance', 'Contemporary', 'Novella']",2014.0
20636,Love,Toni Morrison,60358.0,60.79,7.42,2.62,0.53,2.09,"['Fiction', 'Classics', 'African American', 'Literary Fiction', 'Literature', 'Contemporary', 'Novels']",2003.0
20637,Brooklyn Blue,M. Z. Kelly,61468.0,39.11,7.94,2.02,0.67,1.36,"['Mystery', 'Fiction']",2017.0
20638,Moon Chosen,P. C. Cast,175021.0,55.84,8.41,3.63,1.45,2.18,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy']",2016.0
20639,The Hermitage,L. J. Ross,76631.0,39.14,8.04,2.94,1.05,1.89,"['Crime', 'Mystery', 'Fiction', 'Audiobook', 'Detective', 'Thriller', 'Italy']",2018.0
20640,The Shadow Queen,Sloane Murphy,91032.0,43.41,8.73,3.22,1.07,2.16,"['Reverse Harem', 'Paranormal']",2021.0
20641,The Bastard,Brenda Novak,104730.0,47.83,7.35,3.02,1.04,1.98,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Suspense', 'Chick Lit']",2011.0
20642,Convergence,C. J. Cherryh,104761.0,26.44,9.98,3.15,1.15,2.0,"['Science Fiction', 'Fiction', 'Aliens', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Speculative Fiction']",2017.0
20643,Fallen Angels,Gunnar Staalesen,103120.0,53.34,7.65,3.1,1.06,2.04,"['Mystery', 'Crime', 'Scandinavian Literature', 'Nordic Noir', 'Thriller']",1989.0
20644,Out Past the Stars,K. B. Wagers,119961.0,30.29,8.7,2.29,0.74,1.55,"['Science Fiction', 'Space Opera', 'Queer', 'Fantasy', 'LGBT', 'Audiobook', 'Fiction']",2021.0
20645,Nancy Drew: Mystery of the Tolling Bell,Carolyn Keene,34519.0,47.73,7.79,3.47,1.56,1.91,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller']",1946.0
20646,Stealth,Stuart Woods,66142.0,40.34,8.43,3.27,0.87,2.4,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Audiobook']",2019.0
