,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
20647,The Practice,Seth Godin,44442.0,22.93,10.01,2.72,0.94,1.78,"['Business', 'Nonfiction', 'Self Help', 'Writing', 'Productivity', 'Personal Development', 'Audiobook']",2020.0
20648,Dead of Night,Michael Stanley,102995.0,35.3,9.66,3.26,0.99,2.27,"['Mystery', 'Africa']",2018.0
20649,The Unlimited Dream Company,J. G. Ballard,64280.0,86.07,4.09,1.77,0.79,0.98,"['Fiction', 'Science Fiction', 'Fantasy', 'Novels', 'Magical Realism', 'British Literature', 'Literature']",1979.0
20650,The Silence,Luca Veste,104582.0,34.54,10.01,3.17,0.98,2.19,"['Thriller', 'Crime', 'Mystery', 'Fiction', 'Psychological Thriller', 'Suspense', 'Mystery Thriller']",2019.0
20651,Missing,Kelley Armstrong,88561.0,46.8,9.07,2.85,0.89,1.96,"['Young Adult', 'Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Romance', 'Contemporary']",2017.0
20652,Caliban's War,James S. A. Corey,171811.0,46.36,8.15,2.62,0.87,1.75,"['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Fantasy']",2012.0
20653,Unbeaten Tracks in Japan,Isabella L. Bird,112169.0,79.32,5.64,2.89,1.3,1.59,"['Japan', 'Japanese Literature']",2008.0
20654,Everlasting,Nancy Thayer,110220.0,61.93,8.31,3.17,1.02,2.15,"['Romance', 'Fiction', 'Chick Lit', 'Womens Fiction']",1991.0
20655,Yonder,Siri Hustvedt,45855.0,42.6,6.99,2.56,1.02,1.54,"['Essays', 'Nonfiction', 'Art', 'American', 'Philosophy', '20th Century']",1998.0
20656,Daughter of the Serpentine,E. E. Knight,160364.0,53.03,7.98,2.47,0.78,1.69,"['Fantasy', 'Dragons', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Pirates', 'Coming Of Age']",2020.0
20657,The Generals,Simon Scarrow,210084.0,41.63,7.03,2.89,1.05,1.83,"['Historical Fiction', 'Historical', 'Fiction', 'War', 'France', 'British Literature', 'Military Fiction']",2007.0
20658,My Hero,Debbie Macomber,43068.0,31.52,9.5,3.82,1.81,2.01,"['Romance', 'Fiction', 'Contemporary Romance', 'Contemporary', 'Holiday', 'Chick Lit', 'Adult']",2007.0
20659,The Keeper,Diane Saxon,96919.0,59.87,6.93,2.12,0.56,1.55,"['Mystery', 'Crime', 'Audiobook', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller']",2019.0
20660,Hurricanes,Rick Ross & Neil Martinez Belkin,68289.0,37.43,8.52,2.18,0.47,1.71,"['Biography', 'Nonfiction', 'Memoir', 'Music', 'Autobiography', 'Audiobook', 'Hip Hop']",2019.0
20661,The List,Tawna Fenske,53309.0,57.45,7.63,2.69,0.88,1.81,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Adult', 'Audiobook', 'New Adult']",2017.0
20662,Beyond the Grave,Marcia Muller,73292.0,50.78,7.96,3.1,1.05,2.05,"['Mystery', 'Historical', 'Fiction', 'Mystery Thriller']",1986.0
20663,Order to Kill,Vince Flynn & Kyle Mills,100001.0,40.45,8.44,2.87,1.33,1.54,"['Fiction', 'Thriller', 'Action', 'Espionage', 'Suspense', 'Spy Thriller', 'Mystery']",2016.0
20664,The Demon Apostle,R. A. Salvatore,193283.0,38.35,6.34,3.47,1.46,2.02,"['Fantasy', 'Fiction', 'Forgotten Realms', 'Epic Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'High Fantasy']",2000.0
20665,The Judge,Randy Singer,114943.0,34.82,7.2,2.87,1.04,1.82,"['Christmas', 'Fiction', 'Christian Fiction', 'Christian', 'Holiday', 'Suspense', 'Contemporary']",2005.0
20666,The List,Gregg Hurwitz,10924.0,58.85,6.88,2.77,0.87,1.9,"['Thriller', 'Fiction', 'Audiobook', 'Short Stories', 'Mystery', 'Suspense', 'Mystery Thriller']",2020.0
20667,The City of Dr Moreau,J. S. Barnes,89739.0,41.01,7.55,3.95,1.44,2.51,"['Horror', 'Fiction', 'Science Fiction', 'Retellings', 'Science Fiction Fantasy']",2021.0
20668,Outbreak,Melissa F. Olson,41165.0,42.77,8.18,3.35,1.26,2.09,"['Urban Fantasy', 'Fantasy', 'Vampires', 'Paranormal', 'Horror', 'Novella', 'Audiobook']",2018.0
20669,Free,Kristen Ashley,158968.0,46.47,8.5,2.63,0.77,1.85,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Shapeshifters', 'Werewolves']",2014.0
20670,Dead Ringer,Stacey Rourke,20162.0,60.41,6.95,2.13,0.92,1.22,"['Urban Fantasy', 'Werewolves']",2019.0
20671,The Best of R. A. Lafferty,R. A. Lafferty,142797.0,37.23,8.08,2.25,0.63,1.62,"['Science Fiction', 'Short Stories', 'Fantasy', 'Fiction', 'Speculative Fiction', 'Anthologies', 'Collections']",2019.0
20672,Into the Light,Christopher Johns,151296.0,47.68,7.19,2.94,1.04,1.9,"['Fantasy', 'Fiction', 'Magic', 'Action', 'Contemporary']",2019.0
20673,Missy Goes to Hong Kong,P. G. Allison,104210.0,19.32,10.73,4.08,1.12,2.96,"['Fantasy', 'Urban Fantasy', 'Shapeshifters', 'Romance', 'Witches', 'Paranormal']",2020.0
20674,The Shining Sea,Koji Suzuki,79168.0,42.07,8.23,3.6,1.39,2.21,"['Fiction', 'Japanese Literature']",1993.0
20675,The Vault,Mark Dawson,58159.0,52.2,9.07,2.07,0.51,1.57,"['Thriller', 'Fiction', 'Audiobook', 'Espionage', 'British Literature', 'Historical Fiction']",2020.0
20676,The Winter Mystery,Faith Martin,69848.0,49.25,7.58,4.96,2.51,2.44,"['Mystery', 'Cozy Mystery', 'Fiction', 'Crime', 'Christmas', 'British Literature', 'Mystery Thriller']",2011.0
20677,Pendragon: The Reality Bug,D. J. MacHale,108607.0,44.74,9.11,2.77,0.97,1.8,"['Fantasy', 'Young Adult', 'Science Fiction', 'Fiction', 'Adventure', 'Childrens', 'Middle Grade']",2003.0
20678,Cradle,Arthur C. Clarke,141304.0,46.69,7.12,3.47,1.52,1.96,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Adventure', 'Space', 'Novels', 'Adult']",1987.0
20679,G-Man,Stephen Hunter,138533.0,45.62,7.63,2.94,0.79,2.15,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Historical Fiction', 'Suspense', 'Action']",2017.0
20680,Warrior,Terry Brooks,31907.0,38.73,8.72,3.29,1.03,2.26,"['Fantasy', 'Fiction', 'Short Stories', 'High Fantasy', 'Urban Fantasy']",2018.0
20681,The Friend,Dorothy Koomson,147959.0,33.63,10.37,3.46,1.31,2.15,"['Fiction', 'Mystery', 'Contemporary', 'Thriller', 'Crime', 'Adult', 'Psychological Thriller']",2017.0
20682,The Schooldays of Jesus,J. M. Coetzee,74992.0,39.39,9.73,2.78,0.74,2.05,"['Fiction', 'South Africa', 'Literature', 'Nobel Prize', 'Africa', 'Literary Fiction', 'Novels']",2016.0
20683,Tempest,Mark Dawson,87559.0,43.59,9.19,2.2,0.53,1.68,"['Fiction', 'Action', 'Thriller', 'Amazon']",2019.0
20684,Fallout,Sara Paretsky,137182.0,45.52,8.47,2.38,0.76,1.62,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Thriller', 'Detective']",2017.0
20685,Point of View,Patrick Bard,34523.0,48.2,7.73,3.08,1.21,1.87,"['Young Adult', 'Sexuality', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Teen', 'Technology']",2019.0
20686,Out of the Silent Planet,C. S. Lewis,55602.0,47.48,7.89,3.72,1.27,2.45,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Christian', 'Christian Fiction', 'Science Fiction Fantasy']",1938.0
20687,Hangman,Faye Kellerman,122869.0,38.63,10.3,2.76,0.79,1.97,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']",2010.0
20688,A Knight of the Seven Kingdoms,George R. R. Martin,104449.0,72.57,7.85,2.26,0.46,1.8,"['Fantasy', 'Fiction', 'Short Stories', 'Audiobook', 'Adventure', 'High Fantasy', 'Epic Fantasy']",2013.0
20689,Forsaken,Greg Weisman,90395.0,35.26,8.56,4.12,1.74,2.39,"['Fantasy', 'Fiction', 'Magic']",2019.0
20690,Pandemic,Robin Cook,123730.0,32.12,9.71,3.51,1.61,1.91,"['Fiction', 'Thriller', 'Mystery', 'Medical', 'Audiobook', 'Science Fiction', 'Suspense']",2018.0
20691,Save Her Child,C. J. Lyons,85973.0,35.35,8.21,3.01,0.82,2.19,"['Suspense', 'Mystery', 'Thriller', 'Crime']",2021.0
20692,Caught Dead,Stacey Rourke,20915.0,70.07,6.02,2.04,0.87,1.17,['Urban Fantasy'],2019.0
20693,Nancy Drew: Mystery of the Moss Covered Mansion,Carolyn Keene,34353.0,45.02,8.25,2.76,1.07,1.69,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller']",1941.0
20694,"When You Wonder, You're Learning",Gregg Behr & Ryan Rydzewski,65378.0,30.39,7.3,3.07,1.1,1.97,"['Parenting', 'Nonfiction', 'Education', 'Audiobook', 'Science']",2021.0
20695,The Exile's Curse,M. J. Scott,110694.0,39.98,9.67,3.19,1.09,2.09,"['Fantasy', 'Romance', 'Paranormal', 'Magic', 'Fiction', 'Historical', 'Historical Romance']",2021.0
20696,Scream Ride,D. I. Russell,88934.0,72.72,4.84,1.68,0.67,1.01,['Horror'],2020.0
20697,Hunters of Dune,Brian Herbert & Kevin J. Anderson,144575.0,45.82,6.87,2.93,1.13,1.79,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Space Opera', 'Audiobook', 'Classics']",2006.0
20698,Scales of Ash and Smoke,Emily Schneider,102881.0,62.11,6.41,2.26,0.95,1.31,"['Fantasy', 'Dragons', 'Romance', 'Young Adult', 'Fantasy Romance', 'Young Adult Fantasy', 'Adventure']",2021.0
20699,100 Miles and Vampin',C. T. Phipps,78100.0,35.6,9.18,3.09,1.23,1.85,"['Urban Fantasy', 'Fantasy', 'Vampires', 'Humor', 'Audiobook', 'Paranormal']",2018.0
20700,The Target,Brad Taylor,22088.0,37.28,8.54,2.61,0.8,1.81,"['Thriller', 'Fiction', 'Short Stories', 'Action', 'Espionage', 'Audiobook', 'Crime']",2016.0
20701,Claimed,J. R. Ward,108190.0,52.2,8.59,2.58,0.65,1.93,"['Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Vampires', 'Shapeshifters']",2021.0
20702,Surrender,Ray Loriga,46949.0,35.42,8.92,3.5,1.01,2.5,"['Fiction', 'Science Fiction', 'Dystopia', 'Novels', 'Spanish Literature', 'Fantasy', 'Drama']",2017.0
20703,The Life,Lisa Ann,94806.0,27.01,8.81,3.35,1.06,2.29,"['Biography', 'Pornography', 'Nonfiction']",2015.0
20704,Warlock,Dean Koontz,55715.0,58.61,7.35,2.92,1.06,1.87,"['Horror', 'Science Fiction', 'Fantasy', 'Fiction']",1972.0
20705,Twenty,James Grippando,95837.0,31.63,8.59,2.27,0.85,1.43,"['Fiction', 'Mystery', 'Thriller', 'Legal Thriller', 'Suspense', 'Mystery Thriller', 'Crime']",2021.0
20706,Her Sisters,V. J. Chambers,77997.0,35.51,10.55,3.49,1.08,2.41,['Mystery'],2018.0
20707,Petra's Ghost,C. S. O'Cinneide,84781.0,66.21,6.53,2.56,0.84,1.71,"['Horror', 'Mystery', 'Fiction', 'Thriller', 'Paranormal', 'Fantasy', 'Travel']",2019.0
20708,Fear That Man,Dean Koontz,45498.0,64.2,7.16,3.1,1.26,1.84,"['Horror', 'Science Fiction', 'Fiction', 'Fantasy']",1969.0
20709,Influencer,Daniel Hurst,71683.0,35.75,9.65,3.68,1.12,2.56,"['Thriller', 'Fiction', 'Mystery']",2020.0
20710,All Eyes On Her,L. E. Flynn,86993.0,37.59,10.03,3.02,0.93,2.09,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Fiction', 'Suspense']",2020.0
20711,Kings of Fate,A. E. Rayne,42162.0,53.34,7.92,3.04,1.06,1.98,"['Fantasy', 'Fiction']",2020.0
20712,The Fellowship of the Ring,J. R. R. Tolkien,185323.0,52.89,7.65,3.13,0.88,2.25,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']",1954.0
20713,Exodus,Nicholas Sansbury Smith & Anthony Melchiorri,101698.0,64.01,6.89,2.3,0.77,1.53,"['Science Fiction', 'Aliens', 'Audiobook', 'Fantasy', 'Post Apocalyptic', 'Fiction', 'Dystopia']",2018.0
20714,The Darwin Variant,Kenneth Johnson,129430.0,49.76,6.5,3.9,1.9,2.0,"['Science Fiction', 'Horror', 'Fiction', 'Thriller', 'Dystopia']",2018.0
20715,Silence,Sara Dalton,57157.0,38.85,7.27,2.08,0.64,1.44,['Crime'],2018.0
20716,Pendragon: Black Water,D. J. MacHale,119032.0,51.25,8.92,2.72,1.08,1.64,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Middle Grade']",2004.0
20717,"Emergence, Infection",J. T. Sawyer,52037.0,57.9,5.67,2.51,0.72,1.79,"['Zombies', 'Post Apocalyptic', 'Horror', 'Action', 'Amazon', 'Survival', 'Fiction']",2017.0
20718,Lunch with the Do-Nothings at the Tammy Dinette,Killian B Brewer,69799.0,61.34,6.17,2.36,0.79,1.57,"['M M Romance', 'LGBT', 'Romance', 'Contemporary', 'Fiction', 'Gay', 'Abuse']",2017.0
20719,Total Power,Vince Flynn & Kyle Mills,98598.0,42.49,8.85,2.97,1.31,1.65,"['Fiction', 'Thriller', 'Audiobook', 'Mystery', 'Mystery Thriller', 'Action', 'Espionage']",2020.0
20720,Line Of Control,Tom Clancy,110530.0,41.57,9.06,2.53,1.07,1.47,"['Fiction', 'Thriller', 'Military Fiction', 'Adventure', 'Action', 'Espionage', 'War']",2001.0
20721,In My Life,Alan Johnson,64261.0,44.81,7.41,2.69,1.07,1.61,"['Nonfiction', 'Biography', 'Music', 'History', 'Autobiography']",2018.0
20722,Perfect Crime,Helen Fields,113176.0,37.06,9.85,3.21,1.27,1.93,"['Crime', 'Thriller', 'Fiction', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Scotland']",2019.0
20723,Stake,Kevin J. Anderson,89581.0,58.22,7.34,2.47,0.87,1.61,"['Fantasy', 'Urban Fantasy', 'Mystery', 'Humor', 'Horror', 'Fiction', 'Zombies']",2012.0
20724,Fortress of Owls,C. J. Cherryh,156566.0,39.33,7.48,2.92,0.75,2.17,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Magic']",1999.0
20725,Second Chance,Nathan Hystad,121882.0,43.83,8.81,2.18,0.73,1.46,"['Science Fiction', 'Audiobook']",2022.0
20726,Hero,Michael Grant,97343.0,51.7,8.37,3.07,1.07,2.0,"['Young Adult', 'Science Fiction', 'Fantasy', 'Dystopia', 'Horror', 'Fiction', 'Thriller']",2019.0
20727,Keepers,Brenda Cooper,139146.0,52.41,7.8,2.74,0.92,1.82,['Science Fiction'],2018.0
20728,Lucky,Jonathan Allen & Amie Parnes,159772.0,24.28,7.27,2.22,0.97,1.25,"['Politics', 'Nonfiction', 'History', 'Biography', 'American History', 'Presidents', 'The United States Of America']",2021.0
20729,A Society in Decay,D. K. Holmberg,82898.0,26.95,11.36,2.83,0.97,1.86,['Fantasy'],2022.0
20730,Invisible,James Patterson & David Ellis,80464.0,42.85,8.71,3.02,0.95,2.07,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Crime', 'Audiobook', 'Mystery Thriller']",2014.0
20731,Kairos,Gwyneth Jones,96095.0,55.52,9.13,2.94,1.22,1.72,"['Science Fiction', 'Fiction', 'Speculative Fiction']",1988.0
20732,The Spear of Malice,R. S. Ford,94121.0,49.47,8.33,2.3,0.71,1.59,"['Fantasy', 'Fiction']",2021.0
20733,Graveyard Shift,Melissa Yi,54622.0,44.52,8.13,2.88,0.91,1.97,['Mystery Thriller'],2019.0
20734,The Other Woman,Jane Adams,65644.0,45.35,8.19,3.35,1.14,2.21,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'British Literature']",1997.0
20735,Conflict of Interest,Jenna Bennett,89614.0,33.59,10.14,2.92,0.81,2.11,"['Mystery', 'Cozy Mystery']",2019.0
20736,Peace on Earth,Stanislaw Lem,70528.0,46.5,8.21,3.15,1.11,2.04,"['Science Fiction', 'Fiction', 'Polish Literature', 'Novels', 'Science Fiction Fantasy', 'Fantasy', 'Speculative Fiction']",1987.0
20737,Secrets in Death,J. D. Robb,102114.0,43.08,8.12,2.69,0.85,1.84,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Romantic Suspense', 'Futuristic', 'Suspense']",2017.0
20738,Warlock,Glen Cook,81371.0,33.34,8.95,2.82,0.92,1.9,"['Fantasy', 'Science Fiction', 'Fiction', 'Dark Fantasy', 'Science Fiction Fantasy']",1985.0
20739,How to Rule an Empire and Get Away With It,K. J. Parker,93914.0,34.77,9.69,3.76,1.38,2.38,"['Fantasy', 'Fiction', 'Historical Fiction', 'Humor', 'Science Fiction Fantasy', 'Comedy', 'Epic Fantasy']",2020.0
20740,Slow Burn,Stephen Leather,135146.0,43.56,9.17,2.54,0.76,1.78,"['Thriller', 'Fiction', 'Crime', 'Amazon']",2020.0
20741,The Hundred,Jason Anspach & Nick Cole,108591.0,49.64,7.27,2.37,0.78,1.59,"['Science Fiction', 'Space Opera', 'Fiction', 'Military Science Fiction', 'Audiobook']",2020.0
20742,Weaponized,Neal Asher,162214.0,51.78,6.83,3.47,1.26,2.22,"['Science Fiction', 'Space Opera', 'Fiction', 'Fantasy', 'Military Fiction', 'Hard Science Fiction', 'Science Fiction Fantasy']",2022.0
20743,Call to Treason,Tom Clancy,109609.0,33.63,9.55,2.34,0.89,1.46,"['Fiction', 'Thriller', 'Espionage', 'Adventure', 'Military Fiction', 'Action', 'Suspense']",2004.0
20744,Squid's Grief,D. K. Mok,100295.0,69.19,7.72,2.9,1.52,1.39,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy']",2016.0
20745,Dark Star,T. J. Green,89244.0,44.29,8.97,3.6,1.31,2.29,['Witches'],2021.0
20746,Red Sister,Mark Lawrence,168805.0,60.31,6.19,2.2,0.51,1.68,"['Fantasy', 'Fiction', 'Adult', 'High Fantasy', 'Magic', 'Young Adult', 'Epic Fantasy']",2017.0
20747,Sword of Darkness,Sherrilyn Kenyon,82163.0,43.03,8.46,2.98,0.98,2.0,"['Romance', 'Fantasy', 'Paranormal Romance', 'Paranormal', 'Historical Romance', 'Historical', 'Time Travel']",2006.0
20748,Second Star To The Right,Mary Alice Monroe,100584.0,56.38,6.95,3.09,1.11,1.99,"['Fantasy', 'Magical Realism', 'Fiction', 'Audiobook', 'Romance', 'Contemporary', 'Contemporary Romance']",1999.0
20749,Snowflake,Heide Goody & Iain Grant,99170.0,50.11,8.66,3.1,1.22,1.88,"['Comedy', 'Young Adult', 'Fantasy', 'Fiction', 'Contemporary']",2018.0
20750,When the Evil Waits,M. J. Lee,80576.0,34.58,9.22,2.65,0.85,1.8,"['Crime', 'Thriller', 'Mystery', 'Fiction', 'Murder Mystery', 'Mystery Thriller']",2021.0
20751,One for the Road,Mary Ellis,71580.0,55.73,7.32,2.61,0.75,1.87,"['Mystery', 'Cozy Mystery', 'Fiction']",2021.0
20752,Captive,Tony Park,95148.0,50.55,7.72,2.39,0.69,1.7,"['Thriller', 'Africa', 'Fiction', 'Adventure']",2018.0
20753,Bloom,Kenneth Oppel,68263.0,67.6,7.63,3.26,1.19,2.06,"['Science Fiction', 'Middle Grade', 'Young Adult', 'Horror', 'Fantasy', 'Fiction', 'Adventure']",2020.0
20754,Mercy,Andrea Dworkin,135105.0,44.04,9.71,2.66,0.55,2.1,"['Feminism', 'Fiction', 'The United States Of America', 'Gender Studies', 'Novels', 'LGBT']",1990.0
20755,Timeless,R. A. Salvatore,117172.0,43.4,5.99,3.55,1.4,2.15,"['Fantasy', 'Forgotten Realms', 'Fiction', 'Dungeons and Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook']",2018.0
20756,Spells Trouble,P. C. Cast & Kristin Cast,90915.0,71.16,6.57,2.66,1.03,1.63,"['Fantasy', 'Young Adult', 'Witches', 'Paranormal', 'Magic', 'Fiction', 'Young Adult Fantasy']",2021.0
20757,The Shrine,L. J. Ross,51977.0,36.11,8.46,3.19,1.13,2.06,"['Mystery', 'Crime', 'Fiction', 'Detective', 'Thriller', 'Audiobook', 'British Literature']",2020.0
20758,Good Guys,Steven Brust,79305.0,29.14,9.95,3.44,0.81,2.64,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Science Fiction', 'Superheroes', 'Magic']",2018.0
20759,And the Killer Is,G. A. McKevett,80026.0,46.59,8.27,2.94,1.15,1.8,"['Mystery', 'Cozy Mystery', 'Fiction', 'Crime', 'Adult Fiction', 'Humor']",2020.0
20760,Finding Eva,J. A. Baker,89963.0,50.01,8.22,3.26,1.16,2.1,['Thriller'],2018.0
20761,When We Were Very Young,A. A. Milne,6974.0,75.07,7.77,3.23,0.62,2.61,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Fantasy', 'Animals', 'Picture Books']",1924.0
20762,Brontomek,Michael Coney,88472.0,47.09,7.4,3.8,1.78,2.02,"['Science Fiction', 'Speculative Fiction']",1976.0
20763,Can't Let Go,Alison Grey,52737.0,29.43,10.41,3.63,1.14,2.49,"['Thriller', 'Mystery Thriller', 'Mystery']",2019.0
20764,Don't Look,Alexandra Ivy,99971.0,45.41,9.28,2.6,1.04,1.55,"['Romantic Suspense', 'Mystery', 'Romance', 'Thriller', 'Suspense', 'Contemporary', 'Fiction']",2020.0
20765,Liar Liar,M. J. Arlidge,96270.0,37.7,9.32,3.95,1.38,2.57,"['Thriller', 'Crime', 'Mystery', 'Fiction', 'Suspense', 'Mystery Thriller', 'Detective']",2015.0
20766,The Tower of Zhaal,C. T. Phipps,90008.0,39.42,8.59,2.44,0.58,1.85,"['Horror', 'Fantasy', 'Lovecraftian', 'Post Apocalyptic', 'Audiobook', 'Dystopia']",2017.0
20767,The Pilate Scroll,M. B. Lewis,90540.0,44.69,7.24,2.21,0.64,1.57,"['Mystery', 'Thriller']",2021.0
20768,A Darkness in My Soul,Dean Koontz,42816.0,51.69,7.47,2.62,0.95,1.67,"['Horror', 'Fiction', 'Science Fiction', 'Fantasy', 'Novels', 'Suspense']",1972.0
20769,The Iceman,P. T. Deutermann,104044.0,49.76,7.08,3.03,0.99,2.03,"['Historical Fiction', 'Military Fiction', 'Audiobook', 'Fiction', 'World War II', 'War']",2018.0
20770,The Relic,Douglas Preston & Lincoln Child,115675.0,58.22,7.18,3.18,1.41,1.77,"['Horror', 'Thriller', 'Mystery', 'Fiction', 'Science Fiction', 'Mystery Thriller', 'Suspense']",1995.0
20771,Pendragon: The Pilgrims of Rayne,D. J. MacHale,153513.0,43.13,9.8,2.68,1.06,1.62,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Teen']",2007.0
20772,Ender's World,Orson Scott Card,71622.0,22.11,7.92,3.19,1.22,1.97,"['Science Fiction', 'Essays', 'Books About Books', 'Writing', 'Audiobook', 'Fiction', 'Reference']",2013.0
20773,Letters,Kurt Vonnegut,117203.0,25.45,8.68,3.38,1.19,2.19,"['Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Essays', 'Biography Memoir', 'Writing']",2012.0
20774,First Kill,David Hagberg,93406.0,35.96,9.01,2.64,0.87,1.76,"['Fiction', 'Thriller']",2019.0
20775,You May Now Kill the Bride,R. L. Stine,59277.0,57.48,7.51,2.4,0.79,1.6,"['Horror', 'Young Adult', 'Fiction', 'Thriller', 'Mystery', 'Paranormal', 'Audiobook']",2018.0
20776,The Shadows,W. J. Lundy,72131.0,68.7,4.73,2.16,0.78,1.38,"['Zombies', 'Horror', 'Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Military Fiction', 'Science Fiction']",2014.0
20777,Survivor,Octavia E. Butler,73034.0,31.27,9.72,3.6,1.41,2.19,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'African American', 'Aliens']",1978.0
20778,The Hunting,Stephen Leather,82065.0,55.35,8.68,2.35,0.72,1.64,"['Fiction', 'Mystery', 'Thriller']",2021.0
20779,Escape,James Patterson & David Ellis,90353.0,48.91,7.29,2.61,0.75,1.86,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Audiobook', 'Detective']",2022.0
20780,The Resurrection,John Gardner,81985.0,49.51,7.36,3.94,1.84,2.09,"['Fiction', 'Novels']",1966.0
20781,Billionaire Unknown,J. S. Scott,61957.0,32.03,10.24,4.29,1.9,2.39,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Erotic Romance', 'Romantic Suspense', 'Fiction']",2016.0
20782,Assassin,Tui T. Sutherland,9692.0,51.63,9.5,3.74,1.5,2.24,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Childrens', 'Short Stories', 'Animals']",2015.0
20783,Hold Up the Sky,Cixin Liu,112904.0,58.59,6.69,3.09,1.33,1.75,"['Science Fiction', 'Short Stories', 'Fiction', 'China', 'Anthologies', 'Audiobook', 'Science Fiction Fantasy']",2020.0
20784,Murder,Ella James,175119.0,64.56,6.91,2.83,0.79,2.04,"['Romance', 'Dark', 'New Adult', 'Mystery', 'Contemporary Romance', 'Audiobook', 'Suspense']",2016.0
20785,The Binding of Bloom Mountain,Siggy Chambers,76620.0,77.08,6.9,2.29,0.7,1.59,"['LGBT', 'Fantasy']",
20786,The Butcher of Anderson Station,James S. A. Corey,8429.0,46.77,7.56,2.16,0.49,1.67,"['Science Fiction', 'Fiction', 'Short Stories', 'Space Opera', 'Space', 'Novella', 'Science Fiction Fantasy']",2011.0
20787,Unfinished Business,J. A. Jance,98530.0,34.85,8.49,3.08,1.11,1.97,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']",2021.0
20788,The Friend,Charlie Gallagher,114487.0,36.75,10.25,2.97,0.72,2.25,"['Thriller', 'Crime', 'Mystery', 'Detective', 'Mystery Thriller', 'Audiobook', 'Fiction']",2021.0
